candidate_id,evidence_id,run_id,source_id,doi,title,candidate_field_type,raw_value,raw_unit,normalized_value,normalized_unit,normalization_basis,extraction_mode,local_context,evidence_anchor,confidence_hint,parser_note
CAND-0000155,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,0.25,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study repor","or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been sh",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000156,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,0.5,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"o- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper,","or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been sh",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000157,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,20,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"nstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation","or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been sh",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000158,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,20,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been sh","or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been sh",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000159,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,series_context,power_measurement_plane=not_reported;threshold_definition=candidate_in_anchor;resin_formulation=candidate_in_anchor,context,,,not_applicable,reported_direct,"or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous tw...","or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been sh",low,series context candidate; matched-series equality still requires audit
CAND-0000160,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,voxel_validation,line_width_um=0.078,mixed,,,not_applicable,reported_direct,"or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous tw...","or 14 times (compared to Irgacure 369) 23. In fact, a level as low as 0.25 wt% DETC has been shown to be sufficient to achieve the polymerisation of pen- taerythritol triacrylate (PETA) monomer26. However, no prior studies have reported the use of DETC as a pho- toinitiator for composite fabrication. This study reports the first demonstration of DETC as an efficient initiator for simultaneous two-photon polymerisation and photoreduction. In addition to promoting the polymerisation of PETA, only 0.5 wt% of DETC was sufficient to also promote the photoreduction of up to 20 wt% of the gold salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been sh",medium,voxel validation candidate; COMSOL readiness requires full optical context
CAND-0000161,EV-000078,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,20,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been shown to be possible","salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been shown to be possible under these conditions. The structural intricacy demonstrated here represents a significant advance in the fabrication complexity achievable. The gold nanoparticles generated in situ exhibit a remarkable optical property of localised surface plasmon resonance (LSPR). The capability demonstrated in this study opens new avenues for a range of applications, including plasmonics, metamaterials, flexible electronics and biosensors. In particularly, user-defined 3D composite structures can be readily fabricated in this way. Results and Discussion A general additive manu",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000162,EV-000078,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,series_context,power_measurement_plane=not_reported;threshold_definition=candidate_in_anchor;resin_formulation=candidate_in_anchor,context,,,not_applicable,reported_direct,"salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been shown to be possible under these conditions. The structural intricacy demonstrated here represents a significant advance in the fabrication complexity achievable. The gold nanoparticles generate...","salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been shown to be possible under these conditions. The structural intricacy demonstrated here represents a significant advance in the fabrication complexity achievable. The gold nanoparticles generated in situ exhibit a remarkable optical property of localised surface plasmon resonance (LSPR). The capability demonstrated in this study opens new avenues for a range of applications, including plasmonics, metamaterials, flexible electronics and biosensors. In particularly, user-defined 3D composite structures can be readily fabricated in this way. Results and Discussion A general additive manu",low,series context candidate; matched-series equality still requires audit
CAND-0000163,EV-000078,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,voxel_validation,line_width_um=0.078,mixed,,,not_applicable,reported_direct,"salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been shown to be possible under these conditions. The structural intricacy demonstrated here represents a significant advance in the fabrication complexity achievable. The gold nanoparticles generate...","salt. This represents the highest efficiency for an initiator in the fabrication of gold-containing composites by two-photon lithography. In this paper, the use of DETC as an efficacious photoinitiator to promote the formation of complex 3D gold-containing nanocomposite structures using simultaneous two-photon polymerisation and photoreduction is shown. It is also demonstrated that the concentration of the gold salt in the resin mixture can be readily varied between 0 and 20 wt%, offering potential for the control of the resultant hybrid microstructure. The feature size can be effectively reduced by incorporation of a gold salt into the resin mixture, with line width as small as 78 nm has been shown to be possible under these conditions. The structural intricacy demonstrated here represents a significant advance in the fabrication complexity achievable. The gold nanoparticles generated in situ exhibit a remarkable optical property of localised surface plasmon resonance (LSPR). The capability demonstrated in this study opens new avenues for a range of applications, including plasmonics, metamaterials, flexible electronics and biosensors. In particularly, user-defined 3D composite structures can be readily fabricated in this way. Results and Discussion A general additive manu",medium,voxel validation candidate; COMSOL readiness requires full optical context
CAND-0000164,EV-000079,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,1.5,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"is way. Results and Discussion A general additive manufacturing (AM) method to synthesis nanocomposites by simultaneous two-photon polymerisation and photoreduction is illustrated in Figure 1. The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same c","significant advance in the fabrication complexity achievable. The gold nanoparticles generated in situ exhibit a remarkable optical property of localised surface plasmon resonance (LSPR). The capability demonstrated in this study opens new avenues for a range of applications, including plasmonics, metamaterials, flexible electronics and biosensors. In particularly, user-defined 3D composite structures can be readily fabricated in this way. Results and Discussion A general additive manufacturing (AM) method to synthesis nanocomposites by simultaneous two-photon polymerisation and photoreduction is illustrated in Figure 1. The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000165,EV-000079,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,1.5,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"lymerisation and photoreduction is illustrated in Figure 1. The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulatio","significant advance in the fabrication complexity achievable. The gold nanoparticles generated in situ exhibit a remarkable optical property of localised surface plasmon resonance (LSPR). The capability demonstrated in this study opens new avenues for a range of applications, including plasmonics, metamaterials, flexible electronics and biosensors. In particularly, user-defined 3D composite structures can be readily fabricated in this way. Results and Discussion A general additive manufacturing (AM) method to synthesis nanocomposites by simultaneous two-photon polymerisation and photoreduction is illustrated in Figure 1. The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000166,EV-000079,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,series_context,wavelength_nm=780;power_measurement_plane=not_reported;resin_formulation=candidate_in_anchor,context,,,not_applicable,reported_direct,"significant advance in the fabrication complexity achievable. The gold nanoparticles generated in situ exhibit a remarkable optical property of localised surface plasmon resonance (LSPR). The capability demonstrated in this study opens new avenues for a range of applications, including plasmonics, metamaterials, flexible electronics and biosensors. In particularly, user-defined 3D composite structures can be readily fabricated in this way. Results and Discussion A general additive manufacturing (AM) method to synthesis nanocomposites by simultaneous two-photon polymerisation and photoreduction is illustrated in Figure 1. The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prep...","significant advance in the fabrication complexity achievable. The gold nanoparticles generated in situ exhibit a remarkable optical property of localised surface plasmon resonance (LSPR). The capability demonstrated in this study opens new avenues for a range of applications, including plasmonics, metamaterials, flexible electronics and biosensors. In particularly, user-defined 3D composite structures can be readily fabricated in this way. Results and Discussion A general additive manufacturing (AM) method to synthesis nanocomposites by simultaneous two-photon polymerisation and photoreduction is illustrated in Figure 1. The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such",medium,series context candidate; matched-series equality still requires audit
CAND-0000167,EV-000080,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,1.5,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same c","The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way, both the polymer matrix and metal nanoparticles were formed simultaneously. As a direct result of this methodology, the in-situ generated nanoparticles were instantaneously embedded in a polymer matrix, preventing their further growth. Figure 1. Illustration a general method of fabricating nanocomposites by simultaneous two-photon polymerisation and photoreduction. A drop of mixture (yellow) i",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000168,EV-000080,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,1.5,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulatio","The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way, both the polymer matrix and metal nanoparticles were formed simultaneously. As a direct result of this methodology, the in-situ generated nanoparticles were instantaneously embedded in a polymer matrix, preventing their further growth. Figure 1. Illustration a general method of fabricating nanocomposites by simultaneous two-photon polymerisation and photoreduction. A drop of mixture (yellow) i",medium,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000169,EV-000080,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,series_context,wavelength_nm=780;power_measurement_plane=not_reported;resin_formulation=candidate_in_anchor,context,,,not_applicable,reported_direct,"The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way...","The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way, both the polymer matrix and metal nanoparticles were formed simultaneously. As a direct result of this methodology, the in-situ generated nanoparticles were instantaneously embedded in a polymer matrix, preventing their further growth. Figure 1. Illustration a general method of fabricating nanocomposites by simultaneous two-photon polymerisation and photoreduction. A drop of mixture (yellow) i",medium,series context candidate; matched-series equality still requires audit
CAND-0000170,EV-000081,tpe-20260828T082358Z-fd53a34a,ZPC-001953,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,PI_loading,0.25,wt%,,,converted_from_wt_percent,converted_from_wt_percent,"d the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our pre","content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found",medium,loading candidate; mmol/g only filled when directly reportable from text
