decision_id,candidate_id,evidence_id,run_id,source_id,decision,readiness_level,reject_reason,gate_notes
DEC-0000155,CAND-0000155,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000156,CAND-0000156,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000157,CAND-0000157,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000158,CAND-0000158,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000159,CAND-0000159,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000160,CAND-0000160,EV-000077,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,COMSOL_context_not_verified,voxel evidence found; COMSOL readiness requires optical context and PI alignment
DEC-0000161,CAND-0000161,EV-000078,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000162,CAND-0000162,EV-000078,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000163,CAND-0000163,EV-000078,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,COMSOL_context_not_verified,voxel evidence found; COMSOL readiness requires optical context and PI alignment
DEC-0000164,CAND-0000164,EV-000079,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000165,CAND-0000165,EV-000079,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000166,CAND-0000166,EV-000079,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000167,CAND-0000167,EV-000080,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000168,CAND-0000168,EV-000080,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000169,CAND-0000169,EV-000080,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000170,CAND-0000170,EV-000081,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000171,CAND-0000171,EV-000081,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000172,CAND-0000172,EV-000081,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000173,CAND-0000173,EV-000081,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000174,CAND-0000174,EV-000081,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000175,CAND-0000175,EV-000082,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000176,CAND-0000176,EV-000082,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000177,CAND-0000177,EV-000082,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000178,CAND-0000178,EV-000083,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000179,CAND-0000179,EV-000083,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000180,CAND-0000180,EV-000083,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000181,CAND-0000181,EV-000084,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000182,CAND-0000182,EV-000084,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000183,CAND-0000183,EV-000084,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,threshold candidate passes writing/polymerization local context gate
DEC-0000184,CAND-0000184,EV-000084,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000185,CAND-0000185,EV-000085,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,threshold candidate passes writing/polymerization local context gate
DEC-0000186,CAND-0000186,EV-000085,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000187,CAND-0000187,EV-000086,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000188,CAND-0000188,EV-000086,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000189,CAND-0000189,EV-000087,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000190,CAND-0000190,EV-000087,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000191,CAND-0000191,EV-000087,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,COMSOL_context_not_verified,voxel evidence found; COMSOL readiness requires optical context and PI alignment
DEC-0000192,CAND-0000192,EV-000088,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000193,CAND-0000193,EV-000088,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000194,CAND-0000194,EV-000088,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000195,CAND-0000195,EV-000088,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000196,CAND-0000196,EV-000089,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000197,CAND-0000197,EV-000089,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000198,CAND-0000198,EV-000089,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000199,CAND-0000199,EV-000089,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000200,CAND-0000200,EV-000089,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000201,CAND-0000201,EV-000089,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000202,CAND-0000202,EV-000090,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000203,CAND-0000203,EV-000090,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000204,CAND-0000204,EV-000090,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000205,CAND-0000205,EV-000091,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000206,CAND-0000206,EV-000091,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000207,CAND-0000207,EV-000091,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000208,CAND-0000208,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000209,CAND-0000209,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000210,CAND-0000210,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000211,CAND-0000211,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000212,CAND-0000212,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000213,CAND-0000213,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000214,CAND-0000214,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000215,CAND-0000215,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000216,CAND-0000216,EV-000092,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,COMSOL_context_not_verified,voxel evidence found; COMSOL readiness requires optical context and PI alignment
DEC-0000217,CAND-0000217,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000218,CAND-0000218,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000219,CAND-0000219,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000220,CAND-0000220,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000221,CAND-0000221,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000222,CAND-0000222,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000223,CAND-0000223,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000224,CAND-0000224,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000225,CAND-0000225,EV-000093,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000226,CAND-0000226,EV-000094,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000227,CAND-0000227,EV-000094,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000228,CAND-0000228,EV-000094,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,COMSOL_context_not_verified,voxel evidence found; COMSOL readiness requires optical context and PI alignment
DEC-0000229,CAND-0000229,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000230,CAND-0000230,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000231,CAND-0000231,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000232,CAND-0000232,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000233,CAND-0000233,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000234,CAND-0000234,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000235,CAND-0000235,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000236,CAND-0000236,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000237,CAND-0000237,EV-000095,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,COMSOL_context_not_verified,voxel evidence found; COMSOL readiness requires optical context and PI alignment
DEC-0000238,CAND-0000238,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000239,CAND-0000239,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000240,CAND-0000240,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000241,CAND-0000241,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000242,CAND-0000242,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000243,CAND-0000243,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000244,CAND-0000244,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000245,CAND-0000245,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000246,CAND-0000246,EV-000096,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,COMSOL_context_not_verified,voxel evidence found; COMSOL readiness requires optical context and PI alignment
DEC-0000247,CAND-0000247,EV-000097,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000248,CAND-0000248,EV-000098,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000249,CAND-0000249,EV-000098,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000250,CAND-0000250,EV-000098,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,loading_not_normalizable,raw loading retained but mmol/g cannot be generated
DEC-0000251,CAND-0000251,EV-000098,tpe-20260828T082358Z-fd53a34a,ZPC-001953,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000252,CAND-0000252,EV-000099,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_resin,resin formulation evidence not explicit in parsed block
DEC-0000253,CAND-0000253,EV-000100,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000254,CAND-0000254,EV-000100,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000255,CAND-0000255,EV-000100,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_resin,resin formulation evidence not explicit in parsed block
DEC-0000256,CAND-0000256,EV-000101,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000257,CAND-0000257,EV-000101,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000258,CAND-0000258,EV-000102,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000259,CAND-0000259,EV-000103,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000260,CAND-0000260,EV-000104,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000261,CAND-0000261,EV-000105,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000262,CAND-0000262,EV-000105,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000263,CAND-0000263,EV-000105,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000264,CAND-0000264,EV-000105,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000265,CAND-0000265,EV-000105,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000266,CAND-0000266,EV-000106,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000267,CAND-0000267,EV-000107,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000268,CAND-0000268,EV-000107,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000269,CAND-0000269,EV-000107,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000270,CAND-0000270,EV-000107,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000271,CAND-0000271,EV-000107,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000272,CAND-0000272,EV-000107,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000273,CAND-0000273,EV-000107,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000274,CAND-0000274,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000275,CAND-0000275,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000276,CAND-0000276,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000277,CAND-0000277,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000278,CAND-0000278,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000279,CAND-0000279,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000280,CAND-0000280,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000281,CAND-0000281,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000282,CAND-0000282,EV-000108,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000283,CAND-0000283,EV-000109,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000284,CAND-0000284,EV-000109,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000285,CAND-0000285,EV-000109,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000286,CAND-0000286,EV-000109,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000287,CAND-0000287,EV-000109,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000288,CAND-0000288,EV-000109,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000289,CAND-0000289,EV-000110,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000290,CAND-0000290,EV-000110,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000291,CAND-0000291,EV-000111,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,threshold_not_power_mW,threshold is not directly normalizable to mW
DEC-0000292,CAND-0000292,EV-000111,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,threshold_not_power_mW,threshold is not directly normalizable to mW
DEC-0000293,CAND-0000293,EV-000111,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000294,CAND-0000294,EV-000112,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,threshold_not_power_mW,threshold is not directly normalizable to mW
DEC-0000295,CAND-0000295,EV-000112,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,threshold_not_power_mW,threshold is not directly normalizable to mW
DEC-0000296,CAND-0000296,EV-000112,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000297,CAND-0000297,EV-000113,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_resin,resin formulation evidence not explicit in parsed block
DEC-0000298,CAND-0000298,EV-000114,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000299,CAND-0000299,EV-000115,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_resin,resin formulation evidence not explicit in parsed block
DEC-0000300,CAND-0000300,EV-000116,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000301,CAND-0000301,EV-000117,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_resin,resin formulation evidence not explicit in parsed block
DEC-0000302,CAND-0000302,EV-000118,tpe-20260828T082358Z-fd53a34a,ZPC-005664,manual_review,manual_review_required,context_missing_wavelength,wavelength is mandatory for series lock
DEC-0000303,CAND-0000303,EV-000119,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000304,CAND-0000304,EV-000119,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000305,CAND-0000305,EV-000119,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
DEC-0000306,CAND-0000306,EV-000120,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000307,CAND-0000307,EV-000120,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000308,CAND-0000308,EV-000120,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000309,CAND-0000309,EV-000120,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000310,CAND-0000310,EV-000120,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,loading candidate has raw value/unit; normalization basis recorded
DEC-0000311,CAND-0000311,EV-000120,tpe-20260828T082358Z-fd53a34a,ZPC-005664,auto_accept,manual_review_required,,context candidate has wavelength and resin signal; equality across all PIs still needs audit
