paper_id,doi,title,parse_status,page_count,text_char_count,structured_evidence_status,notes
ZPC-001958,10.1016/j.aca.2021.338268,Photo-DSC method for liquid samples used in vat photopolymerization,parsed,19,68503,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-001975,10.1088/1758-5082/5/3/035002,Fabrication of 3D cell-laden hydrogel microstructures through photo-mold patterning,parsed,15,44906,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002009,10.1002/adma.202211702,Quantum dots facilitate 3D two-photon laser lithography,parsed,12,940,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002034,10.1021/ma035970w,Synthesis and characterization of in situ cross-linkable hyaluronic acid-based hydrogels with potential application for vocal fold regeneration,parsed,10,51848,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002072,10.1021/cm803374b,Fabrication of sol-gel materials with anisotropic physical properties by photo-cross-linking,parsed,7,30723,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002089,10.1016/j.jtumed.2020.12.021,Light-cured hyaluronic acid composite hydrogels using riboflavin as a photoinitiator for bone regeneration applications,parsed,11,40490,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002112,10.1021/ma301275b,UV-triggered end group conversion of photo-initiated poly(methyl methacrylate),parsed,9,42280,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002114,10.1002/mame.200290029,Dual-curing of waterborne urethane-acrylate coatings by UV and thermal processing,parsed,12,42024,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002134,10.1002/pc.10509,Dual curing of carbon fiber reinforced photoresins for rapid prototyping,parsed,9,22613,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002164,10.1002/vnl.20128,Crosslinking of PVC formulations treated with UV light.: II.: Color formation and viscoelastic properties,parsed,6,20062,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002183,10.1021/acs.chemrev.4c00134,"Light from afield: Fast, high-resolution, and layer-free deep vat 3D printing: Focus review",parsed,36,193709,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002207,10.1021/acsapm.1c00427,Preparation of a photocured biocompatible hydrogel for urethral tissue engineering,parsed,9,43570,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002217,10.1016/j.jcis.2026.139838,Novel sustainable carbon dot as dual replacements for emulsion stabilizers and Photoinitiators in macroporous polymerized high internal phase emulsion fabrication,parsed,30,80243,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002231,10.1038/srep20470,Preparation and application of conducting polymer/Ag/clay composite nanoparticles formed by in situ UV-induced dispersion polymerization,parsed,12,43569,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002250,10.1088/1758-5090/aac00c,Bio-resin for high resolution lithography-based biofabrication of complex cell-laden constructs,parsed,29,65509,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002263,10.1016/j.ceramint.2019.03.024,Preparation of high solid loading and low viscosity ceramic slurries for photopolymerization-based 3D printing,parsed,17,51890,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002341,10.1177/0022034515618959,Light-cured self-etch adhesives undergo hydroxyapatite-triggered self-cure,parsed,8,37063,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002359,10.1016/j.indcrop.2019.111585,Facile synthesis and characterization of novel multi-functional bio-based acrylate prepolymers derived from tung oil and its application in UV-curable coatings,parsed,11,61415,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002365,10.1016/j.ceramint.2020.03.282,Fabrication of high-performance MgTiO3-CaTiO3 microwave ceramics through a stereolithography-based 3D printing,parsed,32,33808,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002379,10.1021/acs.inorgchem.6b00680,Biotinylated platinum(II) ferrocenylterpyridine complexes for targeted photoinduced cytotoxicity,parsed,11,66258,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002385,10.1021/acs.macromol.8b00051,High performance near-infrared (NIR) photoinitiating systems operating under low light intensity and in the presence of oxygen,parsed,11,45805,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002417,10.1021/acsabm.3c00017,Silk fibroin-based shape-memory organohydrogels with semicrystalline microinclusions,parsed,10,49472,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002418,10.1002/mame.200600243,Chemical recycling of PET by glycolysis: Polymerization and characterization of the dimethacrylated glycolysate,parsed,10,33696,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002419,10.1021/acsabm.1c00564,Dopamine-initiated photopolymerization for a versatile catechol-functionalized hydrogel,parsed,12,60792,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002432,10.1021/ma101748c,Production of porous polymeric films with unimodal or bimodal pore-size distributions via depressurization- and photopolymerization-induced bubble nucleation in low-viscosity UV-curable monomer/high-pressure CO2 solutions,parsed,9,44539,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002438,10.1021/nl401853k,Redox multiphoton polymerization for 3D nanofabrication,parsed,5,25886,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002449,10.1002/nano.202100011,Innovative procedure for 3D printing of hybrid silicon carbide/carbon fiber nanocomposites,parsed,8,24818,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002452,10.36922/ijb.6400,Preparation and characterization of dental nanocomposite resin for 3D-printed dental crown and bridge restorations,parsed,28,109154,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002459,10.1016/j.carbpol.2018.12.026,Synthesis of photocurable cellulose acetate butyrate resin for continuous liquid interface production of three-dimensional objects with excellent mechanical and chemical-resistant properties,parsed,10,42202,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002482,10.1016/j.dyepig.2021.109372,Pyrrole-based enone dyes as radical photointiator under 405/460 nm LED lamp: The effect of ketone structure,parsed,9,45371,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002496,10.1002/appl.202400011,Combination of NIR and UV-LEDs enables physical and chemical drying of aqueous coating dispersions as new green technology,parsed,16,75157,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002523,10.1088/1758-5090/7/4/045009,A simple and high-resolution stereolithography-based 3D bioprinting system using visible light crosslinkable bioinks,parsed,11,42667,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002526,10.1039/d5cc05623c,Photopolymerizable green composite biomaterials for potential 3D printing applications,parsed,14,80314,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002553,10.1021/bm1003509,Fabrication of cross-linked polyethyleneimine microfibers by reactive electrospinning with in situ photo-cross-linking by UV radiation,parsed,7,36986,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002562,10.1016/j.eurpolymj.2019.05.019,Preparation of biodegradable functionalized polyesters aimed to be used as surgical adhesives,parsed,35,54271,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002576,10.18063/ijb.750,Enzymatic post-crosslinking of printed hydrogels of methacrylated gelatin and tyramine-conjugated 8-arm poly(ethylene glycol) to prepare interpenetrating 3D network structures,parsed,16,59066,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002594,10.1021/ma030334j,Generation and molecular motion of grafted polymethacrylate chains on an isotactic polypropylene film surface,parsed,6,29985,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002625,10.1021/ma5006793,Copper complexes in radical photoinitiating systems: Applications to free radical and cationic polymerization upon visible leds,parsed,8,31109,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002642,10.1016/j.dental.2019.11.020,Sulfinates and sulfonates as high performance co-initiators in CQ based systems: Towards aromatic amine-free systems for dental restorative materials,parsed,10,34874,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002670,10.1021/cm800867b,Embedding nanofibers in a polymer matrix by polymerization of organogels comprising heterobifunctional organogelators and monomeric solvents,parsed,9,46191,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002703,10.1021/acs.macromol.3c02026,Conjugated polymer nanoparticles as visible light panchromatic photoinitiators for 3D printing of acrylic hydrogels,parsed,10,48185,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002710,10.1016/j.jeurceramsoc.2020.11.045,Fabrication of ceramic particles from preceramic polymers using stop flow lithography,parsed,7,44759,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002739,10.1016/j.porgcoat.2018.05.035,Highly functional methacrylated bio-based resins for UV-curable coatings,parsed,10,40668,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002740,10.18063/ijb.v4i2.134,Optimized vascular network by stereolithography for tissue engineered skin,parsed,17,54530,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002743,10.1002/mame.201800020,Fabrication of high-performance cationic UV curable cycloaliphatic epoxy/silicone hybrid coatings,parsed,9,33960,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002746,10.1021/acs.biomac.2c01218,"Synthesis, characterization, and digital light processing of a hydrolytically degradable hyaluronic acid hydrogel",parsed,13,63229,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002752,10.1016/j.ijpharm.2019.118790,Hydrophilic excipients in digital light processing (DLP) printing of sustained release tablets: Impact on internal structure and drug dissolution rate,parsed,62,59065,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002771,10.1021/acsapm.2c01170,Digital light 3D printing of PEDOT-based photopolymerizable inks for biosensing,parsed,11,56897,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002813,10.1016/j.joca.2009.04.012,Photo-crosslinked alginate hydrogels support enhanced matrix accumulation by nucleus pulposus cells in vivo,parsed,8,45469,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002815,10.1039/d4sc01409j,Aqueous photo-RAFT polymerization under ambient conditions: synthesis of protein-polymer hybrids in open air,parsed,14,61345,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002839,10.1016/j.porgcoat.2020.106073,Limonene-derived polycarbonates as biobased UV-curable (powder) coating resins,parsed,8,45987,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002860,10.1021/sc400564r,Green photoinduced modification of natural poly(3-hydroxybutyrate-co-3-hydroxyvalerate) surface for antibacterial applications,parsed,11,55601,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002872,10.1002/vnl.20068,Crosslinking of PVC formulations treated with UV light,parsed,6,21823,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002888,10.1080/10717544.2017.1373164,Photopolymerization-based synthesis of iron oxide nanoparticle embedded PNIPAM nanogels for biomedical applications,parsed,9,40759,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002931,10.1016/j.powtec.2021.01.049,Slurry development for lithography-based additive manufacturing of cemented carbide components,parsed,11,50551,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002935,10.1111/jerd.12394,Depth of cure of bulk fill resin composites: A systematic review,parsed,10,47454,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-002975,10.1016/j.polymer.2019.121903,Fiber forming mechanism and reaction kinetics of novel dynamic-crosslinking-spinning for Poly(ethylene glycol) diacrylate fiber fabrication,parsed,27,49321,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003000,10.1002/1439-2054(200108)286:8<449::aid-mame449>3.0.co;2-r,Electron beam curing of the system cycloaliphatic diepoxide-epoxidized natural rubber-glycidyl methacrylate in presence of cationic initiators,parsed,7,27924,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003052,10.1016/j.apsusc.2020.145281,Experimental exploration of SMART photochemical approach for surface modification of carbon black,parsed,8,29372,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003053,10.1021/acsmacrolett.5b00734,Photoinitiated polymerization-induced microphase separation for the preparation of nanoporous polymer films,parsed,5,21689,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003095,10.1016/j.addma.2018.09.025,"Combining cure depth and cure degree, a new way to fully characterize novel photopolymers",parsed,18,36462,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003126,10.1002/adma.201800001,Desktop-stereolithography 3D-printing of a poly(dimethylsiloxane)-based material with sylgard-184 properties,parsed,7,33547,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003150,10.1021/bm700691e,Methacrylated glycol chitosan as a photopolymerizable biomaterial,parsed,9,44383,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003166,10.1021/bm0257412,"Photo-cross-linking of type I collagen gels in the presence of smooth muscle cells: Mechanical properties, cell viability, and function",parsed,6,30084,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003203,10.1002/appl.202400004,Controlling photopolymerization reaction in layer-by-layer photopolymerization in 3D printing,parsed,9,37333,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003235,10.3390/md13010338,Preparation of photocrosslinked fish elastin polypeptide/microfibrillated cellulose composite gels with elastic properties for biomaterial applications,parsed,16,43524,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003241,10.1038/s41586-024-07399-9,"A renewably sourced, circular photopolymer resin for additive manufacturing",parsed,8,47579,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003264,10.1021/cm8007842,"Dispersion of gold nanoparticles in UV-cured, thiol-ene films by precomplexation of gold-thiol",parsed,6,28596,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003297,10.1021/acsami.1c05547,Flexible materials for high-resolution 3D printing of microfluidic devices with integrated droplet size regulation,parsed,16,89936,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003300,10.1002/1616-3028(20020517)12:5<367::aid-adfm367>3.0.co;2-l,Chiral nematic polymer mixture containing crosslinker and photosensitive chiral dopant: New type of materials with tunable photo-optical properties,parsed,6,115474,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003320,10.1021/ma1011705,Photo-cross-linked poly(DL-lactide)-based networks. Structural characterization by HR-MAS NMR spectroscopy and hydrolytic degradation behavior,parsed,10,50148,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003348,10.1002/adfm.200600420,Cytocompatible hydrogels based on photocrosslinkable methacrylated O-carboxymethylchitosan with tunable charge:: Synthesis and characterization,parsed,12,54949,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003396,10.1021/cm102374t,Thermally stable photocuring chemistry for selective morphological trapping in block copolymer melt systems,parsed,9,42700,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003430,10.1002/1439-2054(20011001)286:10<598::aid-mame598>3.0.co;2-r,Application of real time FTIR and MAS NMR spectroscopy to the characterization of UV/EB cured epoxidized natural rubber blends,parsed,7,28573,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003439,10.1021/am502877d,Preparation and multiple antitumor properties of AuNRs/spinach extract/PEGDA composite hydrogel,parsed,7,33114,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003465,10.1016/j.dt.2020.11.015,Performances and direct writing of CL-20 based ultraviolet curing explosive ink,parsed,8,31111,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003476,10.1021/ma030451e,Diffusion-induced nonuniformity of photoinitiation in a photobleaching medium,parsed,11,57141,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003483,10.1021/bm700474b,Synthesis and characterization of photo-cross-linked hydrogels based on biodegradable polyphosphoesters and poly(ethylene glycol) copolymers,parsed,7,35718,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003484,10.1016/j.adaj.2018.06.004,Variation in composite degree of conversion and microflexural strength for different curing light and surface location,parsed,10,38988,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003498,10.1016/j.ijbiomac.2018.11.239,Developing acrylated epoxidized soybean oil coating for improving moisture sensitivity and permeability of starch-based film,parsed,24,31495,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003499,10.1002/mame.201900718,Fabrication of photothermally responsive nanocomposite hydrogel through 3D printing,parsed,12,43423,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003522,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,parsed,8,152244,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003567,10.1039/c4lc00158c,Controlling uniformity of photopolymerized microscopic hydrogels,parsed,13,58582,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003601,10.1021/acsapm.8b00150,Additive manufacturing of hydrocarbon elastomers via simultaneous chain extension and cross-linking of hydrogenated polybutadiene,parsed,22,40526,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003638,10.1364/oe.26.006993,Improvement of ultrafast holographic performance in silver nanoprisms dispersed photopolymer,parsed,12,35520,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003681,10.1002/mame.201600477,Facile preparation of photocurable siloxane composite for 3D printing,parsed,9,36582,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003710,10.1016/j.jphotochem.2020.112844,Evaluation of new coinitiators of camphorquinone useful in the radical photopolymerization of dental monomers,parsed,9,41677,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003713,10.1021/acsnano.9b05491,Direct wavelength-selective optical and electron-beam lithography of functional inorganic nanomaterials,parsed,36,76617,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003716,10.1016/j.snb.2019.127345,Light-driven micron-scale 3D hydrogel actuator produced by two-photon polymerization microfabrication,parsed,33,48345,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003734,10.1016/j.cej.2021.128836,Surfactin-reinforced gelatin methacrylate hydrogel accelerates diabetic wound healing by regulating the macrophage polarization and promoting angiogenesis,parsed,14,71141,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003756,10.1016/j.device.2023.100224,Development of high-resolution 3D printable polymerizable ionic liquids for antimicrobial applications,parsed,12,63802,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003763,10.1002/cjoc.202100521,Synthesis of hyperbranched polymer for 3D printing,parsed,9,33717,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003766,10.1016/j.porgcoat.2018.04.003,Fluorinated organozirconiums: Enhancement of overcoming oxygen inhibition in the UV-curing film,parsed,6,23758,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003789,10.1039/d5py00199d,"Multifunctional dithiolane monomers for multi-scale, recyclable light-driven additive manufacturing",parsed,9,46649,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003797,10.1016/j.compositesb.2019.107357,Construction of intumescent flame retardant and hydrophobic coating on wood substrates based on thiol-ene click chemistry without photoinitiators,parsed,9,47944,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003813,10.14502/tekstilec2021.64.230-246,Performance evaluation of PLA based biocomposites reinforced with photografted PALF,parsed,17,57001,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003817,10.1002/pc.25367,Printable self-heating coatings based on the use of carbon nanoreinforcements,parsed,8,30636,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003836,10.1016/j.cej.2019.123018,MoS2 nanosheet initiated smart polymeric hydrogel for NIR-driven Ag(I) enrichment,parsed,9,48700,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003931,10.1039/c1py00289a,Synthesis of glycerin carbonate-based intermediates using thiol-ene chemistry and isocyanate free polyhydroxyurethanes therefrom,parsed,7,26878,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003983,10.1021/ma5025279,Photoalignable radical initiator for anisotropic polymerization in liquid crystalline media,parsed,7,31186,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-003993,10.1016/j.jeurceramsoc.2018.11.045,Porous polysilazane-derived ceramic structures generated through photopolymerization-assisted solidification templating,parsed,8,41765,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004005,10.1002/mame.202000397,3D printing of high-performance isocyanate ester thermosets,parsed,8,34348,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004014,10.1016/j.ceramint.2021.01.152,3D printing of TPMS structural ZnO ceramics with good mechanical properties,parsed,9,39117,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004052,10.1002/anie.201911638,Efficient and stable thin-film luminescent solar concentrators enabled by near-infrared emission perovskite nanocrystals,parsed,6,24372,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004066,10.1021/acsmacrolett.1c00758,Fast visible-light photopolymerization in the presence of multiwalled carbon nanotubes: Toward 3D printing conducting nanocomposites,parsed,7,35902,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004164,10.1021/am405371r,Programmable mechanically assisted geometric deformations of glassy two-stage reactive polymeric materials,parsed,9,45035,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004212,10.1021/la803769q,Membrane stabilization of biodegradable polymersomes,parsed,6,30311,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004214,10.1080/15440478.2014.984058,Surface modification of linen fabric via UV induced grafting to improve dyeability and wearability,parsed,10,17385,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004229,10.1002/pi.1755,Synthesis and characterization of UV-curable acrylic resin containing fluorine groups,parsed,5,17334,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004232,10.3762/bjoc.6.56,"Synthesis, characterization and photoinduced curing of polysulfones with (meth)acrylate functionalities",parsed,7,24827,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004234,10.1002/cptc.202000146,Polymerizable oxime esters: An efficient photoinitiator with low migration ability for 3D printing to fabricate luminescent devices,parsed,10,42514,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004253,10.1002/pi.1835,Synthesis of a novel quaternary ammonium tetraphenylborate salt and its use for photo-induced thermal curing of epoxides and radical polymerization of acrylates,parsed,8,26328,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004279,10.1179/1743289813y.0000000071,Preparation and properties of UV-curable waterborne graphene oxide/polyurethane-acrylate composites,parsed,9,32944,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004321,10.1016/j.eurpolymj.2021.110505,A highly biocompatible bio-ink for 3D hydrogel scaffolds fabrication in the presence of living cells by two-photon polymerization,parsed,7,32712,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004324,10.1002/app.34496,Photopolymerization of 1-adamantyl acrylate pohotoinitiated by free radical photoinitiators,parsed,6,21430,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004329,10.1080/09500340108230965,Two dyes for holographic recording material:: panchromatic ion pair from Rose Bengal and Methylene Blue,parsed,7,15686,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004341,10.1163/156855511x606128,"Synthesis and photopolymerization of 2,2-di((acryloyloxy)methyl)butyl bis(2-(acryloyloxy)ethyl)carbamate",parsed,11,22879,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004349,10.1016/j.porgcoat.2018.04.030,Fast photopolymerization of acrylate coatings: Achievements and problems,parsed,9,44277,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004352,10.14314/polimery.2024.1.2,UV-cured powder transparent coatings based on oligo(meth)acrylic resins,parsed,14,63767,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004363,10.1080/03602551003652680,Preparation and mechanical characterization of gelatin-based films using 2-hydroxyethyl methacrylate cured by UV radiation,parsed,8,31244,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004393,10.1016/j.ceramint.2019.07.118,Additive manufacturing of silica ceramics from aqueous acrylamide based suspension,parsed,19,21167,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004394,10.1002/pola.28571,Synthesis of photoactive single-chain folded polymeric nanoparticles via combination of radical polymerization techniques and Menschutkin click chemistry,parsed,6,23617,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004425,10.1021/acs.macromol.0c01518,Polymerization photoinitiators with near-resonance enhanced two-photon absorption cross-section: Toward high-resolution photoresist with improved sensitivity,parsed,15,83782,structured_in_public_registry,Source-linked object exists in literature_knowledge registries.
ZPC-004452,10.1080/00914037.2010.551360,Surface modification of jute fabrics using acrylic monomers: Effect of additives,parsed,13,21410,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004454,10.1038/s41467-018-05234-0,Adding chemically selective subtraction to multi-material 3D additive manufacturing,parsed,6,37851,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004459,10.1002/appl.202300050,Degradation of modified polystyrenes having degradable units by near-infrared light irradiation,parsed,6,24752,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004491,10.1080/15421400701495575,Synthesis of imide UV monomers for application to interdielectric layer of TFT-LCD array,parsed,9,13818,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004535,10.1002/app.1992.070440213,Solid-state nmr investigation of cationic polymerized epoxy-resins,parsed,7,17472,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
ZPC-004542,10.1002/mame.201100362,Depthwise viscosity gradients in UV-cured epoxy coatings,parsed,8,34714,raw_text_only,Raw local PDF text; not promoted to scientific evidence without source-linked extraction.
