anchor_id,paper_id,zotero_key,doi,title,value_type,page_hint,evidence_anchor,raw_value,raw_unit,confidence_class,audit_status,origin_digitizer_needed,source_text_path
zotero_A8D94H4N:threshold:7,zotero_A8D94H4N,A8D94H4N,10.1063/1.2717532,Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efficiency,threshold,2,"e /H208499,10-bis-pentyloxy-2,7-bis/H208512-/H208494-dimethylamino-phenyl/H20850- vinyl/H20852anthracene /H20849BPDPA/H20850/H20850as a highly sensitive and efﬁcient photoinitiator. Photocurable resin containing 0.18 mol % BPDPA exhibited a low polymerization threshold of 0.64 mW at 800 nm. Theoretical calculations sho",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_A8D94H4N:voxel_geometry:1,zotero_A8D94H4N,A8D94H4N,10.1063/1.2717532,Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efficiency,voxel_geometry,1,"Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efficiency Jin-Feng Xing, Xian-Zi Dong, Wei-Qiang Chen, Xuan-Ming Duan, Nobuyuki Takeyasu et al. Citation: Appl. Phys. Lett. 90, 131106 (2007); doi: 10.1063/1.2717532 View online: http://dx.doi.org/10.1063/1.2717532",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_A8D94H4N:voxel_geometry:12,zotero_A8D94H4N,A8D94H4N,10.1063/1.2717532,Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efficiency,voxel_geometry,4,"ating efﬁciency should not only reduce the threshold but should also improve spatial resolution, which is a key param- eter in micro- and nanoscale 3D fabrications. In order to investigate the possibility of further improve- ment of the LSR, we performed the following theoretical calculations based on a simple model wh",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_A8D94H4N:voxel_geometry:8,zotero_A8D94H4N,A8D94H4N,10.1063/1.2717532,Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efficiency,voxel_geometry,2,"Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efﬁciency Jin-Feng Xing Laboratory of Organic NanoPhotonics, Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Beijing 100080, China and Graduate School of Chinese Academy of Sciences, Beiji",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_A8D94H4N:voxel_geometry:9,zotero_A8D94H4N,A8D94H4N,10.1063/1.2717532,Improving spatial resolution of two-photon microfabrication by using photoinitiator with high initiating efficiency,voxel_geometry,3,"loyed the line scanning method, in which the exposure time could be easily controlled by changing the linear scan speed. Scanning electron microscope /H20849SEM/H20850images of solidiﬁed polymer lines in R 5 fabricated by TPIP are shown in Fig. 2. The polymer linewidth, which represents the LSR, was around 850 nm at th",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:isc_t1:1,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,isc_t1,1,"photopolymerization9. The former can directly generate radical fragments under light irradiation. In contrast, the latter is a two-component photoinitiating system comprising an uncleavable sensitiser and a co-initiator, typically forming excited triplet states under light exposure and requiring a hydrogen donor to rea",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:isc_t1:19,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,isc_t1,11,"al. Reversible two-photon photoswitching and two- photon imaging of immunofunctionalized nanoparticles targeted to cancer cells. Journal of the American Chemical Society 133, 365-372 (2011). 34. Liaros, N. et al. Elucidating complex triplet-state dynamics in the model system isopropylthioxanthone. iScience 25, 103600 (",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:mechanism:13,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,mechanism,5,"proton than the closed-form isomer, spiropyran. This dipolar MC can carry out proton uptake, leading to protonated trans-photomerocyanine (see Scheme 16 in Ref. 20). This behaviour may be similar to that of a Type-II initiator, which takes a hydrogen atom from the co- initiator. When 0.5 wt% SPy is present with 1 wt% I",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:mechanism:2,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,mechanism,1,"wn photoinitiators of radical photopolymerization have been studied. The spiropyran (SPy) molecule can initiate TPP in the presence of trifunctional acrylic monomers and create true 3D structures. The comparison with Irgacure 819, a well-known Type-I photoinitiator, shows that SPy has a comparable capability for TPP. I",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:mechanism:8,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,mechanism,4,"in a superimposed effect. This interaction is poorly understood and will be the subject of further investigation. To understand the behaviour of SPy as a photoinitiator, it was compared with 2-isopropylthioxanthone (ITX), a well-known Norrish Type-II photoinitiator37. The absorption spectra are shown in Fig. S3. This k",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:mechanism:9,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,mechanism,4,"in a superimposed effect. This interaction is poorly understood and will be the subject of further investigation. To understand the behaviour of SPy as a photoinitiator, it was compared with 2-isopropylthioxanthone (ITX), a well-known Norrish Type-II photoinitiator37. The absorption spectra are shown in Fig. S3. This k",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:pi_loading:10,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,pi_loading,5,"ter comparison of all prepared formulations, Fig. 4 lists the effective working window of each formulation. The working window is defined as the 0 100 200 300 400 500Linewidth (nm) 0 10 20 30 40 Laser power (%) a 1 wt% IRG 0.5 wt% SPy 0.5 wt%SPy+1 wt% IRG 1 wt% SPy 0 5 10 15 20 25 30 35 40 45 0 200 400 600 800 1000 120",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:pi_loading:15,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,pi_loading,7,0 1000 800 600 400 200 0 1280 2560 3840 5120 6400 7680 8960 10240 11520 12800 14080 15360 16640 17920 19200 P=10% Scanspeed=250 0.5 wt% SPy in PETA Before After Intensity (a.u.) Number of pixel (a.u.) b 0 500 1000 1500 2000 P=8% Scanspeed=250 0.5 wt% SPy +10 wt%MDEA in PETA Before After 0 1280 2560 3840 5120 6400 7680 ,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:sigma2:16,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,sigma2,11,"opylthioxanthone. iScience 25, 103600 (2021). 35. Baldacchini, T. et al. Acrylic-based resin with favorable properties for three-dimensional two-photon polymerization. Journal of Applied Physics 95, 6072-6076 (2004). 36. Schafer, K. J. et al. Two-photon absorption cross-sections of common photoinitiators. Journal of Ph",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:sigma2:17,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,sigma2,11,"opylthioxanthone. iScience 25, 103600 (2021). 35. Baldacchini, T. et al. Acrylic-based resin with favorable properties for three-dimensional two-photon polymerization. Journal of Applied Physics 95, 6072-6076 (2004). 36. Schafer, K. J. et al. Two-photon absorption cross-sections of common photoinitiators. Journal of Ph",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:sigma2:18,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,sigma2,11,"thone. iScience 25, 103600 (2021). 35. Baldacchini, T. et al. Acrylic-based resin with favorable properties for three-dimensional two-photon polymerization. Journal of Applied Physics 95, 6072-6076 (2004). 36. Schafer, K. J. et al. Two-photon absorption cross-sections of common photoinitiators. Journal of Photochemistr",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:threshold:3,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,threshold,2,"the top surface of the glass substrate placed on an XYZ moving stage (a simple diagram is illustrated in Fig. S1). The laser power at the sample was calculated and controlled by the percentage of full power calibrated to 50 mW. For threshold power measurement under different excitation wavelengths, a wavelength-tuneabl",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:threshold:4,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,threshold,3,"aser excitation34. The pristine solution exhibiting an absorption band at 555 nm, indicates that a small amount of the MC isomer is already present in the monomer solution without UV irradiation. For TPP experiments, it is important to note that the sensitivity of a formulation can be determined by fabricating polymer ",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:threshold:5,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,threshold,3,"solution without UV irradiation. For TPP experiments, it is important to note that the sensitivity of a formulation can be determined by fabricating polymer structures at different incident laser powers to find the minimum laser power (threshold) allowing the formation of a polymer structure. Comparing these thresholds",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:threshold:6,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,threshold,4,"hotoreaction requires a co-initiator to provide hydrogen for polymerization9,39 and we chose MDEA as it is one of the most common co-initiators40–42. In Fig. 2b, a formulation made with 1 wt% ITX in PETA (light-green curve) shows a very low sensitivity compared to the one made with 0.5 wt% SPy (light-blue curve). In co",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:voxel_geometry:11,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,voxel_geometry,5,"nt with 1 wt% ITX and 10 wt% MDEA (purple curve in Fig. 2b), the power threshold for starting polymerization is almost unchanged compared to 1 wt% ITX + 10 wt% MDEA (in dark green). However, when the laser power exceeded the threshold, the polymer line width obtained by the former did not increase as expected. As shown",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:voxel_geometry:12,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,voxel_geometry,5,"haviour is consistent with the results observed for TPP. For a better comparison of all prepared formulations, Fig. 4 lists the effective working window of each formulation. The working window is defined as the 0 100 200 300 400 500Linewidth (nm) 0 10 20 30 40 Laser power (%) a 1 wt% IRG 0.5 wt% SPy 0.5 wt%SPy+1 wt% IR",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:voxel_geometry:14,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,voxel_geometry,6,ions involved in this process are still under investigation. Photochromic switch ability To characterise the ability of the fabricated photochromic polymer 3D structures to switch from one 0 5 10 15 20 25 30 35 40 45 0 200 400 600 800 1000 1200Linewidth (nm) Laser power (%) b 0.5 wt% SPy 0.5 wt% SPy +2.5 wt% MDEA 0.5 w,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_AU74BQZ6:voxel_geometry:7,zotero_AU74BQZ6,AU74BQZ6,10.37188/lam.2023.004,Two-photon photopolymerization directly initiated by spiropyran photochromic molecules,voxel_geometry,4,"n if IRG819 presents a low two- photon-absorption cross section37, it is commercially available and inexpensive. We fabricated polymer lines, as depicted in Fig. 1e and measured their width in the SEM images. Fig. 2a shows the polymer line widths obtained with different laser powers for fabrication. 0.5 wt% SPy in the ",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:isc_t1:3,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,isc_t1,1,"ematically design future photoinitiators for enhanced two-photon polymerization DLW nanoprinting processes. KEYWORDS: thioxanthone-based photoinitiators, two-photon polymerization nanoprinting, direct laser writing, high-speed nanolithography, low-temperature phosphorescence spectroscopy ■ INTRODUCTION Direct laser wri",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:isc_t1:7,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,isc_t1,2,"of the photoinitiating molecules. The two-photon cross sections of each of the synthesized photoinitiators were measured using the Z-scan technique to provide an indicator of two-photon absorption e ﬃ ciency in DLW. Phosphorescence spectra were used to obtain triplet excited-state lifetimes, as the triplet state is vit",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:isc_t1:8,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,isc_t1,2,y measuring the frontier molecular orbitals of the photoinitiating molecules. The two-photon cross sections of each of the synthesized photoinitiators were measured using the Z-scan technique to provide an indicator of two-photon absorption e ﬃ ciency in DLW. Phosphorescence spectra were used to obtain triplet excited-,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:isc_t1:9,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,isc_t1,2,"hotoinitiating molecules. The two-photon cross sections of each of the synthesized photoinitiators were measured using the Z-scan technique to provide an indicator of two-photon absorption e ﬃ ciency in DLW. Phosphorescence spectra were used to obtain triplet excited-state lifetimes, as the triplet state is vital in in",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:mechanism:11,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,mechanism,2,"ch that this promising nanotechnology application space can reach its full potential. The choice of the 2PP-DLW photoinitiator can depend on the desired polymerization initiation pathway. Generally, photoinitiators are housed within two classes. 23,24 Norrish Type I initiators are molecules that generate radicals direc",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:mechanism:12,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,mechanism,2,"choice of the 2PP-DLW photoinitiator can depend on the desired polymerization initiation pathway. Generally, photoinitiators are housed within two classes. 23,24 Norrish Type I initiators are molecules that generate radicals directly by photocleavage. Norrish Type II initiators absorb light to form excited states that ",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:mechanism:13,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,mechanism,2,"ts full potential. The choice of the 2PP-DLW photoinitiator can depend on the desired polymerization initiation pathway. Generally, photoinitiators are housed within two classes. 23,24 Norrish Type I initiators are molecules that generate radicals directly by photocleavage. Norrish Type II initiators absorb light to fo",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:mechanism:14,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,mechanism,2,"and this allowed the molecules to be readily soluble in the monomer. To provide a guideline for the synthesis routes, the absorption spectra of the new photoinitiators were obtained using time- dependent density functional theory (TD-DFT). The possibility of charge transfer states was predicted by measuring the frontie",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:pi_loading:17,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,pi_loading,3,ter (Uniblitz). The 638 nm beam was passed through a telescoping lens pair to achieve a focus spot size signi ﬁcantly larger than that of the 800 nm laser at the sample. The laser powers for both beams were measured at the back of the objective lens through a 6 mm diameter aperture. Fabricated structures were developed,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:sigma2:1,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,sigma2,1,"s,4−6 microﬂuidics,7−9 metamaterials,10−12 micro-op- tics,13 security,14 and bioengineering. 15−17 The high spatial resolution associated with the 2PP process provides an advantage relative to other nanofabrication techniques. Unlike single-photon absorption, two-photon absorption is con ﬁned to the focal region of a t",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:sigma2:15,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,sigma2,3,d structures were observed under an optical microscope in transmission mode. The selected samples were sputter-coated with ∼13 nm of an Au/Pd mixture before imaging with a scanning electron microscope (Hitachi S-4800) to prevent charging. Z-Scan Measurements. Two-photon absorption cross sections were measured using an ,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:sigma2:16,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,sigma2,3,d structures were observed under an optical microscope in transmission mode. The selected samples were sputter-coated with ∼13 nm of an Au/Pd mixture before imaging with a scanning electron microscope (Hitachi S-4800) to prevent charging. Z-Scan Measurements. Two-photon absorption cross sections were measured using an ,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:sigma2:6,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,sigma2,2,of charge transfer states was predicted by measuring the frontier molecular orbitals of the photoinitiating molecules. The two-photon cross sections of each of the synthesized photoinitiators were measured using the Z-scan technique to provide an indicator of two-photon absorption e ﬃ ciency in DLW. Phosphorescence spe,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:threshold:18,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,threshold,3,the laser beam into the photoresist to induce polymerization. Fabrication was achieved by motion of the sample via a nano- positioner (Mad City Labs) and laser control by a fast mechanical shutter (Uniblitz) that was controlled with a custom LabVIEW code. The laser power was adjusted through combined use of a half-wave,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:threshold:19,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,threshold,5,"a di ﬀerence between the one-photon absorption process in this test and the two- photon absorption process that occurs in the DLW process, 48,49 the molar absorption coe ﬃ cients are larger, which indicates the potential possibility of lowering the practical laser power requirements. As predicted by the computations ( ",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:threshold:2,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,threshold,1,"r beam, which occurs because of nonlinear, multiphoton absorption. This gives rise to the submicron 3D structuring capabilities now expected of 2PP-DLW. Unfortunately, the two-photon absorption process is typically not e ﬃ cient, resulting in relatively large laser power requirements. While the current power requiremen",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:threshold:20,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,threshold,6,"d completely into the monomer ( Figure S11 ), and no solid particles were observed in the resin with a 100 (N.A. = 1.49) magni ﬁcation microscope. The writing threshold of each photoresist was determined by varying the power of the printing laser. The minimum laser power required to print lines that survived the develo",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:voxel_geometry:10,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,voxel_geometry,2,"for 2PP-DLW. 21 By introducing a secondary laser into the DLW system, precise spatial control of the polymerization region can be achieved via a polymerization inhibition process. This leads to signi ﬁcantly increased DLW resolution (i.e., super resolution), with resolution limits on the order of 120 nm being achieved.",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:voxel_geometry:21,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,voxel_geometry,7,powers. This is a clear demonstration of the ability to control the photopolymerization process of the ITX-phenyl-OCH 3 photo- initiator via a secondary light source. These promising lithography results represent a new photoinitiator set tending toward a superresolution capable photoresist system with reduced printing ,,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:voxel_geometry:4,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,voxel_geometry,1,"Metrics & More Article Recommendations *sı Supporting Information ABSTRACT: Nanolithographic printing by direct laser writing (DLW) photo- polymerization has attracted increased attention in recent years, as the speed of this printing has increased, while the feature sizes that have been realized have decreased well in",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6B7CEZ3:voxel_geometry:5,zotero_B6B7CEZ3,B6B7CEZ3,10.1021/acsapm.0c01291,Substituted Thioxanthone-Based Photoinitiators for Efficient Two-Photon Direct Laser Writing Polymerization with Two-Color Resolution,voxel_geometry,1,"Substituted Thioxanthone-Based Photoinitiators for E ﬃcient Two- Photon Direct Laser Writing Polymerization with Two-Color Resolution Teng Chi, Paul Somers, Daniel A. Wilcox, Ashley J. Schuman, Jason E. Johnson, Zihao Liang, Liang Pan, Xianfan Xu, and Bryan W. Boudouris * Cite This: ACS Appl. Polym. Mater. 2021, 3, 142",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:isc_t1:4,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,isc_t1,2,"quantum yield F of the energy transfer between the excited photoinitiator and the monomer can be deduced from biomolecular quenching values already reported for molecules similar to our photoinitiator in presence of acrylates. 16 Considering that the typical excited-state lifetime was 1 ns, we",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:mechanism:9,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,mechanism,3,"V photoinitiators, they exhibit weak s TPA values. As an example, a value of 3.8 3 10256 cm4 s photon 21 was measured by Miwa et al. on a commercial photoresin. 17 This is 7 orders of magnitude lower than our photoinitiator ’sT P A cross section. However, the radical generation quantum yield of commercial photoinitiato",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:pi_loading:5,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,pi_loading,3,"/H110113 mW to form. The distance between adjacent points was 200 nm. After the resin film was irradiated, we immersed it in ace- tone to dissolve the unexposed material, leaving only the polymer structure on the glass plate. The 1-Euro coin had a diameter of 20 mm, and features as small as 160 nm could be depicted on ",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:sigma2:1,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,sigma2,1,"dex 07, France Received February 26, 2002 Fabrication of submicrometer structures by two-photon-initiated polymerization is performed with an inexpen- sive and low-power microlaser. This is made possible by the design of photoinitiators with strong two-photon absorption cross sections. We analyze the inf luence of both",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:threshold:2,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,threshold,1,"o-photon-induced polymerization was used to produce integrated optical devices, 3 optical memories,4 photonic bandgaps, 4–6 and microma- chines,7,8 However, an important limitation to the widespread application of this attractive approach arises from the weak sensitivity of commercial UV photopolymers to TPA excitation",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:threshold:6,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,threshold,3,"ss plate. The 1-Euro coin had a diameter of 20 mm, and features as small as 160 nm could be depicted on the micrograph. We believe that better spatial resolution can be attained through optimization of the irradiation conditions with respect to the resin photosensitivity. This aspect is under study. In conclusion, we h",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:threshold:7,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,threshold,3,"gnitude higher for our resin than for commercial UV resins. This higher magnitude compensates for the lower value of K l resulting from our irradiation source. Hence, the polymerization speed obtained is of the same order of magnitude in both experiments. The threshold exposure for polymerization of our resin was deter",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:voxel_geometry:3,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,voxel_geometry,1,"ntensity, TPA polymerization bene- fits from a large penetration depth and tight confine- ment of the excitation volume about the focal point. Thus, TPA polymerization provides a very simple and straightforward way to produce intricate 3D structures with high resolution. The wide range of microstruc- tures of arbitrary",,,text_exact_candidate,pending,unknown,local_only/text_not_published
zotero_B6CWSYVW:voxel_geometry:8,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,voxel_geometry,3,"we immersed it in ace- tone to dissolve the unexposed material, leaving only the polymer structure on the glass plate. The 1-Euro coin had a diameter of 20 mm, and features as small as 160 nm could be depicted on the micrograph. We believe that better spatial resolution can be attained through optimization of the irrad",,,text_exact_candidate,pending,unknown,local_only/text_not_published
