entity_id,paper_id,doi,source_label,canonical_name,canonical_smiles,inchikey,molecular_formula,confidence_tier,identity_status,identity_channel,source_evidence_id,source_location,rendered_page_path,source_detection_count,external_query_name,external_pubchem_cid,external_inchikey,crosscheck_basis,scientific_use_boundary
SRCENT-d3e423d688210b2c32,zotero_2SCTZD9L,10.1016/j.dyepig.2017.02.040,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-5704ddfc2c62d6cb,PDF page 5; embedded-text characters 1045-1058,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\zotero_2SCTZD9L\page_0005.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-3c5f5ba01047b3e87a,ZPC-005973,10.1016/j.porgcoat.2021.106214,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-da426e9b89335aa4,PDF page 1; embedded-text characters 1082-1095,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\ZPC-005973\page_0001.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-be3fe956762ec2104e,ZPC-004762,10.1021/acs.macromol.8b02640,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-2f26e7655ad39ba7,PDF page 7; embedded-text characters 546-559,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\ZPC-004762\page_0007.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-d2772a0ff64f2edf22,zotero_RZAZ6SD2,10.1021/acsami.8b15011,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-487f816beee5af43,PDF page 2; embedded-text characters 478-491,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\zotero_RZAZ6SD2\page_0002.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-fa9bbe2d54cf045c32,ZPC-002032,10.1039/c6py01787h,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-d1e3065c9513ed29,PDF page 1; embedded-text characters 3842-3855,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\ZPC-002032\page_0001.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-bb0ca9cb66ec422732,ZPC-002300,10.1088/1758-5082/3/2/025003,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-8134ab60b946bfd4,PDF page 7; embedded-text characters 1935-1948,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\ZPC-002300\page_0007.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-e06f67ba5177f4133a,zotero_DV89B7W8,10.2217/rme.13.60,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-b785af2d497559ca,PDF page 2; embedded-text characters 1887-1900,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\zotero_DV89B7W8\page_0002.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-973108374789b87a33,ZPC-000285,10.1016/j.porgcoat.2020.105546,Irgacure 184,1-hydroxycyclohexyl phenyl ketone,O=C(c1ccccc1)C1(O)CCCCC1,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-88a0818aa46c3594,PDF page 1; embedded-text characters 962-974,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_v2_20260906\source_pages\ZPC-000285\page_0001.png,0,1-hydroxycyclohexyl phenyl ketone,70355,QNODIIQQMGDSEF-UHFFFAOYSA-N,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-a2860888650142aad6,ZPC-000336,10.2478/bf02475199,MBDPPO,p–Methoxybenzoyldiphenylphosphine oxide,COc1ccc(C(=O)P(=O)(c2ccccc2)c2ccccc2)cc1,DIJAKAWXMZJVED-UHFFFAOYSA-N,C20H17O3P,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-a3a12b7381eab2fb,PDF page 2; embedded-text characters 2198-2204,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_v2_20260906\source_pages\ZPC-000336\page_0002.png,0,p–Methoxybenzoyldiphenylphosphine oxide,13140097,DIJAKAWXMZJVED-UHFFFAOYSA-N,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-80c712f7d0da19bffb,ZPC-005897,10.1016/j.indcrop.2020.113210,TPOL,"Ethyl (2,4,6-trimethylbenzoyl)phenylphosphinate",CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1,ZMDDERVSCYEKPQ-UHFFFAOYSA-N,C18H21O3P,A_multichannel,accepted_multichannel_source_local_identity,source_text_pubchem_and_three_scale_panel,PANELSTR-ebd93ecb5a043bee4b,"PDF page 2; structure bbox (1119, 746, 1529, 1002); label bbox (1278, 1039, 1376, 1067)",outputs\literature_kb_numbered_structure_refinement_dpi400_20260906\source_pages\ZPC-005897\page_0002.png,3,"Ethyl (2,4,6-thimethylbenzoyl) phenyl phosphinate",16205480,ZMDDERVSCYEKPQ-UHFFFAOYSA-N,three_render_scales_agree_plus_source_text_pubchem_identity_agreement_with_documented_source_typo,"Identity linkage only; this decision does not create or validate numerical evidence, model labels, external-validation observations, screening decisions, or COMSOL inputs."
SRCENT-c7042e75693311d76b,ZPC-005397,10.1002/app.37691,Darocur 1173,"2,2-Dimethyl-2-hydroxyacetophenone",CC(C)(O)C(=O)c1ccccc1,XMLYCEVDHLAQEL-UHFFFAOYSA-N,C10H12O2,A_multichannel,accepted_multichannel_source_local_identity,source_text_pubchem_and_three_scale_panel,PANELSTR-3eedaa65231aa3020d,"PDF page 2; structure bbox (329, 301, 605, 616); label bbox (349, 629, 534, 653)",outputs\literature_kb_named_structure_refinement_batch1_20260906\source_pages\ZPC-005397\page_0002.png,3,"2,2-Dimethyl-2-hydroxyacetophenone",81984,XMLYCEVDHLAQEL-UHFFFAOYSA-N,all_registered_render_scales_agree_plus_explicit_source_text_pubchem_identity_agreement,"Identity linkage only; this decision does not create or validate numerical evidence, model labels, external-validation observations, screening decisions, or COMSOL inputs."
SRCENT-150ae3be5ccf651755,ZPC-000304,10.1016/j.porgcoat.2018.05.008,Darocur 1173,2-Hydroxy-2-methyl-phenylpropane-1-one,CC(C)(O)C(=O)c1ccccc1,XMLYCEVDHLAQEL-UHFFFAOYSA-N,C10H12O2,A_multichannel,accepted_source_text_pubchem_and_three_scale_component_structure,source_text_pubchem_multiresolution_component_structure,PANELSTR-1a5488e44d0cc47dae;PANELSTR-8e64c1e92a79fbf85c;PANELSTR-f5640bb421e69d1eb6,"PDF page 3; structure bbox (514, 1524, 682, 1705); label bbox (691, 1575, 844, 1598);PDF page 3; structure bbox (632, 1875, 839, 2099); label bbox (851, 1938, 1038, 1967);PDF page 3; structure bbox (790, 2344, 1048, 2621); label bbox (1063, 2422, 1298, 2458)",outputs\literature_kb_adjacent_component_recovery_20260906\scale_260\source_pages\ZPC-000304\page_0003.png;outputs\literature_kb_numbered_structure_refinement_20260906\source_pages\ZPC-000304\page_0003.png;outputs\literature_kb_text_identity_structure_batch_20260906\source_pages\ZPC-000304\page_0003.png,3,2-Hydroxy-2-methyl-phenylpropane-1-one,81984,XMLYCEVDHLAQEL-UHFFFAOYSA-N,source_text_pubchem_plus_three_scale_label_guided_component_reidentification,"Identity linkage only; this decision does not create or validate numerical evidence, model labels, external-validation observations, screening decisions, or COMSOL inputs."
SRCENT-0946feac5d870464b5,ZPC-003545,10.1142/s0218863514500489,thioxanthone,2-isopropyl-9H-thioxanthen-9-one,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,KTALPKYXQZGAEG-UHFFFAOYSA-N,C16H14OS,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-1ec03185fa4f0cc6;TXTID-c13a7a345426dd80,PDF page 1; embedded-text characters 855-867;PDF page 2; embedded-text characters 2532-2544,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-003545\page_0001.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-003545\page_0002.png,2,2-isopropyl-9H-thioxanthen-9-one,,KTALPKYXQZGAEG-UHFFFAOYSA-N,explicit_isopropyl_thioxanthone_or_ITX_relation+frozen_rdkit_validated_global_exact_alias+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
SRCENT-0d7e067227e59feb87,zotero_87BWABRN,10.1039/c4tc00706a,thioxanthone,2-isopropyl-9H-thioxanthen-9-one,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,KTALPKYXQZGAEG-UHFFFAOYSA-N,C16H14OS,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-861c00dad9399b33,PDF page 14; embedded-text characters 630-642,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\zotero_87BWABRN\page_0014.png,1,2-isopropyl-9H-thioxanthen-9-one,,KTALPKYXQZGAEG-UHFFFAOYSA-N,explicit_isopropyl_thioxanthone_or_ITX_relation+frozen_rdkit_validated_global_exact_alias+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
SRCENT-16cd7b6803f52ac6aa,zotero_H86SV53N,10.1021/la803803m,benzophenone,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,C21H28N2O,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-389ba16a46aba183;TXTID-61ddaaafca9be5f6;TXTID-b9b1875590c0e517,PDF page 1; embedded-text characters 1250-1262;PDF page 3; embedded-text characters 499-511;PDF page 4; embedded-text characters 770-782,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\zotero_H86SV53N\page_0001.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\zotero_H86SV53N\page_0003.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\zotero_H86SV53N\page_0004.png,3,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,explicit_44_bis_diethylamino_benzophenone_name+frozen_rdkit_validated_global_exact_alias+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
SRCENT-232f778bdb9d05b64c,ZPC-006011,10.1021/ma500612x,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-228bb70efd557f0f;TXTID-adc95ddd4b18d17e,PDF page 1; embedded-text characters 1438-1452;PDF page 5; embedded-text characters 1704-1718,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-006011\page_0001.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-006011\page_0005.png,2,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,explicit_camphorquinone_CQ_relation+unanimous_multisource_text_pubchem_identity+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
SRCENT-3cd37af14dd9642142,ZPC-005874,10.1515/nanoph-2022-0611,benzophenone,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,C21H28N2O,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-2bd679033278d942,PDF page 5; embedded-text characters 3940-3952,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-005874\page_0005.png,1,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,explicit_44_bis_diethylamino_benzophenone_name+frozen_rdkit_validated_global_exact_alias+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
SRCENT-552eb503a9aa56f233,ZPC-005874,10.1515/nanoph-2022-0611,thioxanthone,2-isopropyl-9H-thioxanthen-9-one,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,KTALPKYXQZGAEG-UHFFFAOYSA-N,C16H14OS,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-0b2465b31edc8194;TXTID-3a8e72dc265cc2d6;TXTID-b415f6c64ec38ad8,PDF page 10; embedded-text characters 208-220;PDF page 10; embedded-text characters 2605-2617;PDF page 2; embedded-text characters 2166-2178,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-005874\page_0002.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-005874\page_0010.png,3,2-isopropyl-9H-thioxanthen-9-one,,KTALPKYXQZGAEG-UHFFFAOYSA-N,explicit_isopropyl_thioxanthone_or_ITX_relation+frozen_rdkit_validated_global_exact_alias+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
SRCENT-d222cc8e85c04a0ca6,ZPC-004762,10.1021/acs.macromol.8b02640,thioxanthone,2-isopropyl-9H-thioxanthen-9-one,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,KTALPKYXQZGAEG-UHFFFAOYSA-N,C16H14OS,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-114db4301ffa12f7;TXTID-20fd1bfde07b3dcb;TXTID-443e3e0ec6cdc7bc,PDF page 6; embedded-text characters 1066-1078;PDF page 6; embedded-text characters 577-589;PDF page 8; embedded-text characters 614-626,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-004762\page_0006.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\ZPC-004762\page_0008.png,3,2-isopropyl-9H-thioxanthen-9-one,,KTALPKYXQZGAEG-UHFFFAOYSA-N,explicit_isopropyl_thioxanthone_or_ITX_relation+frozen_rdkit_validated_global_exact_alias+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
SRCENT-f00966f6c0f1a5a48a,zotero_SRU6DZHE,10.1021/acs.macromol.0c01518,benzophenone,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,C21H28N2O,A_contextual_name_structure,accepted_contextual_fullname_identity,source_context_fullname_plus_frozen_structure_anchor,TXTID-0e228af25510cbdb;TXTID-83f0315a6bd3f71f;TXTID-ade182902593839f;TXTID-fdb076689a60d32f,PDF page 2; embedded-text characters 3322-3334;PDF page 3; embedded-text characters 1819-1831;PDF page 3; embedded-text characters 2655-2667;PDF page 6; embedded-text characters 3260-3272,outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\zotero_SRU6DZHE\page_0002.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\zotero_SRU6DZHE\page_0003.png;outputs\literature_kb_fullname_identity_recovery_20260906\source_pages\zotero_SRU6DZHE\page_0006.png,4,"4,4'-bis(diethylamino)benzophenone (Michler's ethyl ketone)",,VYHBFRJRBHMIQZ-UHFFFAOYSA-N,explicit_44_bis_diethylamino_benzophenone_name+frozen_rdkit_validated_global_exact_alias+rdkit_exact_inchikey,"Molecular identity correction only; generic token leakage is replaced by an explicit source full name. No numerical evidence, model label, external-validation observation, screening decision, or COMSOL input is created."
