evidence_id,source_id,zotero_key,doi,title,field_name,raw_value,raw_unit,normalized_value,normalized_unit,page_hint,evidence_anchor,local_context,formulation,wavelength_nm,figure_or_table,data_role,evidence_lane,confidence_class,automatic_status,automatic_use,source_layer,source_record_id,source_text_path,automatic_reason,notes,record_origin,legacy_value_type,legacy_audit_status,legacy_visual_audit_reference,legacy_source_json,evidence_identity_key,duplicate_group_id,duplicate_group_size,duplicate_relation
AUD20260828-0024,zotero_INAWB8HL,INAWB8HL,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,width_experimental,2.85,µm,2.85,µm,7,"Table 4: width experimental = 2.85 µm; concentration 3.78 wt %, speed 4.0 mm/min, power 22.0 mW","Table 4: width experimental = 2.85 µm; concentration 3.78 wt %, speed 4.0 mm/min, power 22.0 mW",PI 3.78 wt %; 4.0 mm min−1; 22.0 mW,,Table 4,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0024,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Estimated comparator in the same row: 2.97 µm; directly read from rendered Table 4.; legacy_value_type=width_experimental,legacy_registry,width_experimental,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_3.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_7.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,EIK-d48db566ee9604a5,DUP-d48db566ee9604a5,1,unique_record
AUD20260828-0025,zotero_INAWB8HL,INAWB8HL,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,height_experimental,75.60,µm,75.60,µm,7,"Table 4: height experimental = 75.60 µm; concentration 3.78 wt %, speed 2.0 mm/min, power 17.0 mW","Table 4: height experimental = 75.60 µm; concentration 3.78 wt %, speed 2.0 mm/min, power 17.0 mW",PI 3.78 wt %; 2.0 mm min−1; 17.0 mW,,Table 4,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0025,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Estimated comparator in the same row: 76.62 µm; directly read from rendered Table 4.; legacy_value_type=height_experimental,legacy_registry,height_experimental,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_3.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_7.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,EIK-ce1fbd1aa225960d,DUP-ce1fbd1aa225960d,1,unique_record
AUD20260828-0026,zotero_INAWB8HL,INAWB8HL,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,height_experimental,40.60,µm,40.60,µm,7,"Table 4: height experimental = 40.60 µm; concentration 2.56 wt %, speed 2.5 mm/min, power 15.0 mW","Table 4: height experimental = 40.60 µm; concentration 2.56 wt %, speed 2.5 mm/min, power 15.0 mW",PI 2.56 wt %; 2.5 mm min−1; 15.0 mW,,Table 4,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0026,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Estimated comparator in the same row: 42.37 µm; directly read from rendered Table 4.; legacy_value_type=height_experimental,legacy_registry,height_experimental,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_3.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_7.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,EIK-203fb4ca4e86f94f,DUP-203fb4ca4e86f94f,1,unique_record
AUD20260828-0027,zotero_INAWB8HL,INAWB8HL,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,height_experimental,36.33,µm,36.33,µm,7,"Table 4: height experimental = 36.33 µm; concentration 2.56 wt %, speed 3.0 mm/min, power 13.5 mW","Table 4: height experimental = 36.33 µm; concentration 2.56 wt %, speed 3.0 mm/min, power 13.5 mW",PI 2.56 wt %; 3.0 mm min−1; 13.5 mW,,Table 4,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0027,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Estimated comparator in the same row: 35.33 µm; directly read from rendered Table 4.; legacy_value_type=height_experimental,legacy_registry,height_experimental,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_3.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_7.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,EIK-8abfd9387cf572b1,DUP-8abfd9387cf572b1,1,unique_record
AUD20260828-0028,zotero_INAWB8HL,INAWB8HL,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,height_experimental,103.00,µm,103.00,µm,7,"Table 4: height experimental = 103.00 µm; concentration 3.78 wt %, speed 4.0 mm/min, power 22.0 mW","Table 4: height experimental = 103.00 µm; concentration 3.78 wt %, speed 4.0 mm/min, power 22.0 mW",PI 3.78 wt %; 4.0 mm min−1; 22.0 mW,,Table 4,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0028,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Estimated comparator in the same row: 105.60 µm; directly read from rendered Table 4.; legacy_value_type=height_experimental,legacy_registry,height_experimental,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_2.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_3.png; outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/INAWB8HL/page_7.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/01_INAWB8HL.json,EIK-b081da53c9a9fcd8,DUP-b081da53c9a9fcd8,1,unique_record
AUD20260828-0029,zotero_IYEGSI2X,IYEGSI2X,10.1016/j.apsusc.2007.08.011,Functional polymers by two-photon 3D lithography,pi_loading,0.025,wt %,0.025,wt %,1,a resin mixture containing only 0.025 wt% of photoinitiator was practical,a resin mixture containing only 0.025 wt% of photoinitiator was practical,acrylate resin mixture,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0029,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pi_loading,legacy_registry,pi_loading,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/IYEGSI2X/page_1.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,EIK-a1f27731fa3dde83,DUP-a1f27731fa3dde83,1,unique_record
AUD20260828-0030,zotero_IYEGSI2X,IYEGSI2X,10.1016/j.apsusc.2007.08.011,Functional polymers by two-photon 3D lithography,feature_resolution_scale,300,nm,300,nm,1,Feature resolutions in the range of 300 nm were achieved,Feature resolutions in the range of 300 nm were achieved,,,,claim_only,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0030,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,"Reported range scale, not a single minimum feature size.; legacy_value_type=feature_resolution_scale",legacy_registry,feature_resolution_scale,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/IYEGSI2X/page_1.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,EIK-ee6f23da796159df,DUP-ee6f23da796159df,1,unique_record
AUD20260828-0031,zotero_IYEGSI2X,IYEGSI2X,10.1016/j.apsusc.2007.08.011,Functional polymers by two-photon 3D lithography,pi_loading_relative_claim,factor of 100 lower,relative to traditional one-photon lithography,100,fold_lower,1,The required initiator content was therefore a factor of 100 lower than in traditional one-photon lithography,The required initiator content was therefore a factor of 100 lower than in traditional one-photon lithography,,,,claim_only,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0031,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pi_loading_relative_claim,legacy_registry,pi_loading_relative_claim,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/IYEGSI2X/page_1.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,EIK-17c549a42623dbe1,DUP-17c549a42623dbe1,1,unique_record
AUD20260828-0032,zotero_IYEGSI2X,IYEGSI2X,10.1016/j.apsusc.2007.08.011,Functional polymers by two-photon 3D lithography,processing_wavelength_range,750–850,nm,750–850,nm,1,photopolymerization at processing wavelength ... λ = 750–850 nm,photopolymerization at processing wavelength ... λ = 750–850 nm,,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0032,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=processing_wavelength_range,legacy_registry,processing_wavelength_range,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/IYEGSI2X/page_1.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,EIK-3c94b43548d8547c,DUP-3c94b43548d8547c,1,unique_record
AUD20260828-0033,zotero_IYEGSI2X,IYEGSI2X,10.1016/j.apsusc.2007.08.011,Functional polymers by two-photon 3D lithography,refractive_index_change,0.01,Δn,0.01,Δn,1,Refractive index changes in the range of Δn = 0.01,Refractive index changes in the range of Δn = 0.01,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0033,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=refractive_index_change,legacy_registry,refractive_index_change,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/IYEGSI2X/page_1.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/05_IYEGSI2X.json,EIK-0babc8ea89f1ad29,DUP-0babc8ea89f1ad29,1,unique_record
AUD20260828-0034,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,threshold_exposure,95,J cm−2,95,J cm−2,3,The threshold exposure for polymerization of our resin was determined to be 95 J/cm²,The threshold exposure for polymerization of our resin was determined to be 95 J/cm²,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0034,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=threshold_exposure,legacy_registry,threshold_exposure,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/B6CWSYVW/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,EIK-724a9a1cadabd004,DUP-724a9a1cadabd004,1,unique_record
AUD20260828-0035,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,minimum_exposure_time,4,ms,4,ms,3,corresponding to a minimum exposure time of 4 ms,corresponding to a minimum exposure time of 4 ms,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0035,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=minimum_exposure_time,legacy_registry,minimum_exposure_time,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/B6CWSYVW/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,EIK-e2bc3ec86c533c95,DUP-e2bc3ec86c533c95,1,unique_record
AUD20260828-0036,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,focal_spot_radial_size,~0.2,µm,~0.2,µm,3,a focal spot of ~0.2-µm radial size,a focal spot of ~0.2-µm radial size,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0036,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Approximate value as reported.; legacy_value_type=focal_spot_radial_size,legacy_registry,focal_spot_radial_size,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/B6CWSYVW/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,EIK-bd81ac42da079c8f,DUP-bd81ac42da079c8f,1,unique_record
AUD20260828-0037,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,average_laser_power,~3,µW,~3,µW,3,with an average power of ~3 µW to form,with an average power of ~3 µW to form,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0037,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Approximate value as reported.; legacy_value_type=average_laser_power,legacy_registry,average_laser_power,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/B6CWSYVW/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,EIK-1120abb7e6ff9627,DUP-1120abb7e6ff9627,1,unique_record
AUD20260828-0038,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,point_spacing,200,nm,200,nm,3,The distance between adjacent points was 200 nm,The distance between adjacent points was 200 nm,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0038,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=point_spacing,legacy_registry,point_spacing,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/B6CWSYVW/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,EIK-1dd159c2c04f9ee7,DUP-1dd159c2c04f9ee7,1,unique_record
AUD20260828-0039,zotero_B6CWSYVW,B6CWSYVW,10.1364/OL.27.001348,Three-dimensional microfabrication by two-photon-initiated polymerization with a low-cost microlaser,feature_size_minimum,160,nm,160,nm,3,features as small as 160 nm could be depicted,features as small as 160 nm could be depicted,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0039,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Minimum demonstrated feature size claim.; legacy_value_type=feature_size_minimum,legacy_registry,feature_size_minimum,accepted,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/screenshots/B6CWSYVW/page_3.png,outputs/zotero_tpp_literature_expansion_20260828/batch_20260828/liteparse/json/07_B6CWSYVW.json,EIK-987ad32cdd99e3cf,DUP-987ad32cdd99e3cf,1,unique_record
AUD20260828-0040,zotero_PJQEIM6F,PJQEIM6F,10.1021/acsapm.4c00932,Heteroatom/Heterocycle-Substituted Ketone Dyes as Efficient Photoinitiators in Visible Light-Emitting Diode/Near Infrared Light Photopolymerization with Enhanced Two-Photon Lithography Capability,sigma_2pa,425,GM,425,GM,7,TPA cross-section of CCK-Th (δ780 nm = 425 GM),TPA cross-section of CCK-Th (δ780 nm = 425 GM),CCK-Th in PETA,780,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0040,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Explicit text value; not inferred from the curve.; legacy_value_type=sigma_2pa,legacy_registry,sigma_2pa,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/PJQEIM6F/page_7.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,EIK-80c2dbe580c6bf63,DUP-80c2dbe580c6bf63,1,unique_record
AUD20260828-0041,zotero_PJQEIM6F,PJQEIM6F,10.1021/acsapm.4c00932,Heteroatom/Heterocycle-Substituted Ketone Dyes as Efficient Photoinitiators in Visible Light-Emitting Diode/Near Infrared Light Photopolymerization with Enhanced Two-Photon Lithography Capability,sigma_2pa,343,GM,343,GM,7,TPA cross-section of CCK-Ben (δ780 nm = 343 GM),TPA cross-section of CCK-Ben (δ780 nm = 343 GM),CCK-Ben in PETA,780,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0041,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Explicit text value; not inferred from the curve.; legacy_value_type=sigma_2pa,legacy_registry,sigma_2pa,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/PJQEIM6F/page_7.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,EIK-26896f239bd7ffdb,DUP-26896f239bd7ffdb,1,unique_record
AUD20260828-0042,zotero_PJQEIM6F,PJQEIM6F,10.1021/acsapm.4c00932,Heteroatom/Heterocycle-Substituted Ketone Dyes as Efficient Photoinitiators in Visible Light-Emitting Diode/Near Infrared Light Photopolymerization with Enhanced Two-Photon Lithography Capability,pi_loading,0.1,wt %,0.1,wt %,7,Formulation: CCK-Th (0.1 wt %) in PETA,Formulation: CCK-Th (0.1 wt %) in PETA,CCK-Th in PETA,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0042,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pi_loading,legacy_registry,pi_loading,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/PJQEIM6F/page_7.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,EIK-da133b2a44edf658,DUP-da133b2a44edf658,1,unique_record
AUD20260828-0043,zotero_PJQEIM6F,PJQEIM6F,10.1021/acsapm.4c00932,Heteroatom/Heterocycle-Substituted Ketone Dyes as Efficient Photoinitiators in Visible Light-Emitting Diode/Near Infrared Light Photopolymerization with Enhanced Two-Photon Lithography Capability,pi_loading,0.1,wt %,0.1,wt %,7,Formulation: CCK-Ben (0.1 wt %) in PETA,Formulation: CCK-Ben (0.1 wt %) in PETA,CCK-Ben in PETA,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0043,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=pi_loading,legacy_registry,pi_loading,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/PJQEIM6F/page_7.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,EIK-cc4f80d88bf1a26e,DUP-cc4f80d88bf1a26e,1,unique_record
AUD20260828-0044,zotero_PJQEIM6F,PJQEIM6F,10.1021/acsapm.4c00932,Heteroatom/Heterocycle-Substituted Ketone Dyes as Efficient Photoinitiators in Visible Light-Emitting Diode/Near Infrared Light Photopolymerization with Enhanced Two-Photon Lithography Capability,laser_wavelength,780,nm,780,nm,7,line arrays ... under 780 nm laser excitation,line arrays ... under 780 nm laser excitation,CCK-Th/CCK-Ben in PETA,780,Figure 7,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0044,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=laser_wavelength,legacy_registry,laser_wavelength,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/PJQEIM6F/page_7.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,EIK-491110213616f7f2,DUP-491110213616f7f2,1,unique_record
AUD20260828-0045,zotero_PJQEIM6F,PJQEIM6F,10.1021/acsapm.4c00932,Heteroatom/Heterocycle-Substituted Ketone Dyes as Efficient Photoinitiators in Visible Light-Emitting Diode/Near Infrared Light Photopolymerization with Enhanced Two-Photon Lithography Capability,writing_speed_upper_tested,46,mm s−1,46,mm s−1,7,with the increase of scanning speed to 46 mm s−1,with the increase of scanning speed to 46 mm s−1,CCK-Th/CCK-Ben in PETA,,Figure 7,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0045,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,"Upper tested speed, not a threshold-curve ordinate.; legacy_value_type=writing_speed_upper_tested",legacy_registry,writing_speed_upper_tested,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/PJQEIM6F/page_7.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/01_PJQEIM6F.json,EIK-a367e47625ca7683,DUP-a367e47625ca7683,1,unique_record
AUD20260828-0046,zotero_SRU6DZHE,SRU6DZHE,10.1021/acs.macromol.0c01518,Polymerization Photoinitiators with Near-Resonance Enhanced Two-Photon Absorption Cross-Section: Toward High-Resolution Photoresist with Improved Sensitivity,laser_wavelength,532,nm,532,nm,1,sub-nanosecond pulsed laser irradiation at 532 nm,sub-nanosecond pulsed laser irradiation at 532 nm,,,,context,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0046,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=laser_wavelength,legacy_registry,laser_wavelength,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/SRU6DZHE/page_1.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,EIK-21baa451ec2177fb,DUP-21baa451ec2177fb,1,unique_record
AUD20260828-0047,zotero_SRU6DZHE,SRU6DZHE,10.1021/acs.macromol.0c01518,Polymerization Photoinitiators with Near-Resonance Enhanced Two-Photon Absorption Cross-Section: Toward High-Resolution Photoresist with Improved Sensitivity,polymerization_threshold,up to eight times lower,relative to classical two-photon initiators,8,fold_lower_upper_bound,1,polymerization threshold up to eight times lower than that obtained with the classically used two-photon initiators,polymerization threshold up to eight times lower than that obtained with the classically used two-photon initiators,,,,claim_only,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0047,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,Comparative abstract claim; no absolute threshold value is asserted.; legacy_value_type=polymerization_threshold_relative_claim,legacy_registry,polymerization_threshold_relative_claim,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/SRU6DZHE/page_1.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,EIK-a46e75725d12101f,DUP-a46e75725d12101f,1,unique_record
AUD20260828-0048,zotero_SRU6DZHE,SRU6DZHE,10.1021/acs.macromol.0c01518,Polymerization Photoinitiators with Near-Resonance Enhanced Two-Photon Absorption Cross-Section: Toward High-Resolution Photoresist with Improved Sensitivity,line_width,<100,nm,<100,nm,1,sub-100 nm line width,sub-100 nm line width,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0048,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=line_width,legacy_registry,line_width,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/SRU6DZHE/page_1.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,EIK-e4b71d535cba2581,DUP-e4b71d535cba2581,1,unique_record
AUD20260828-0049,zotero_SRU6DZHE,SRU6DZHE,10.1021/acs.macromol.0c01518,Polymerization Photoinitiators with Near-Resonance Enhanced Two-Photon Absorption Cross-Section: Toward High-Resolution Photoresist with Improved Sensitivity,interline_separation,250,nm,250,nm,1,at 250 nm interline separation,at 250 nm interline separation,,,,numeric,text_exact,high_manual_visual_qc,legacy_accepted_preserved,legacy_evidence_reference,legacy_audited_text_exact,AUD20260828-0049,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,Preserved from the previous evidence registry; no machine reinterpretation applied.,legacy_value_type=interline_separation,legacy_registry,interline_separation,accepted,outputs/zotero_tpp_literature_pilot_20260828/screenshots/SRU6DZHE/page_1.png,outputs/zotero_tpp_literature_pilot_20260828/liteparse_top10/json/02_SRU6DZHE.json,EIK-d8ab052a7e268652,DUP-d8ab052a7e268652,1,unique_record
