supplement_id,source_id,zotero_key,doi,title,field_name,raw_value,raw_unit,normalized_value,normalized_unit,page_hint,evidence_anchor,local_context,normalization_basis,extraction_mode,automatic_status,automatic_confidence,automatic_gate_decision,automatic_gate_reason,source_record_id
SUP-AUTO-000167,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,1.5,wt%,,,,"The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way, both the polymer matrix and metal nanoparticles were formed simultaneously. As a direct result of this methodology, the in-situ generated nanoparticles were instantaneously embedded in a polymer matrix, preventing their further growth. Figure 1. Illustration a general method of fabricating nanocomposites by simultaneous two-photon polymerisation and photoreduction. A drop of mixture (yellow) i","The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same c",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000167
SUP-AUTO-000168,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,1.5,wt%,,,,"The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way, both the polymer matrix and metal nanoparticles were formed simultaneously. As a direct result of this methodology, the in-situ generated nanoparticles were instantaneously embedded in a polymer matrix, preventing their further growth. Figure 1. Illustration a general method of fabricating nanocomposites by simultaneous two-photon polymerisation and photoreduction. A drop of mixture (yellow) i","The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulatio",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000168
SUP-AUTO-000169,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,experimental_context,wavelength_nm=780;power_measurement_plane=not_reported;resin_formulation=candidate_in_anchor,context,,,,"The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way, both the polymer matrix and metal nanoparticles were formed simultaneously. As a direct result of this methodology, the in-situ generated nanoparticles were instantaneously embedded in a polymer matrix, preventing their further growth. Figure 1. Illustration a general method of fabricating nanocomposites by simultaneous two-photon polymerisation and photoreduction. A drop of mixture (yellow) i","The first pre-resin consists of PETA with 0.5– 1.5 wt% of the photoinitiator DETC, whilst the second gold salt pre-resin contains gold(III) chloride hydrate (HAuCl 4∙3H2O) and 0.5–1.5 wt% DETC dissolved in N,N-dimethylacetamide (DMAc). These two resins are always prepared to contain the same concentration of DETC which are then mixed to achieve the desired gold concentration. The compositions of the 15 individual formulations that were used in this study are summarized in Supplementary Table S1. A mixture composed of two pre-resins is loaded onto a glass substrate. A near-infrared (780 nm) femtosecond laser beam is then focused into the resin mixture, such that the photoinitiator is excited by the simultaneous absorption of two photons. This excitation subsequently triggered local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction. In this way...",not_applicable,reported_direct,auto_provisional_accept,machine_high,auto_accept,context candidate has wavelength and resin signal; equality across all PIs still needs audit,CAND-0000169
SUP-AUTO-000170,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,0.25,wt%,,,,"content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found","d the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our pre",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000170
SUP-AUTO-000171,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,0.5,wt%,,,,"content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found","energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation an",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000171
SUP-AUTO-000172,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,3,wt%,,,,"content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found","s both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000172
SUP-AUTO-000173,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,3,wt%,,,,"content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found","and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000173
SUP-AUTO-000174,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,experimental_context,power_measurement_plane=not_reported;threshold_definition=candidate_in_anchor;resin_formulation=candidate_in_anchor,context,,,,"content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found","content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little effect on the polymerisation threshold. However, for the gold containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both pol...",not_applicable,reported_direct,auto_retained_context_candidate,machine_medium,manual_review,context_missing_wavelength,CAND-0000174
SUP-AUTO-000175,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,50,%,,,,"to the results reported by Jiang et al.29. Increases in the DC were observed with increasing laser power and the maximum achievable DC was limited to below 50% due to the restricted mobility of the oligomers. Our results also showed that under the same laser processing conditions, the DC decreases with a corresponding increase in the concentration of the gold precursor. This was associated with the energy consumption by the photoreduction, which leads to the effective energy for photopo- lymerisation being reduced accordingly. This finding is consistent with the observed relationship between the gold concentration and the polymerisation threshold. Furthermore, the presence of solvent molecules in the resin mixture was demonstrated to result in the effective dilution of the monomer, making the cross linking less efficient. Therefore, as the concentration of gold increases, higher laser energy is required. It was also found that the feature size of the fabricated structure that could be achieved decreased with increas- ing gold salt concentration in the mixture. Figure 3 compares five samples prepared under the same processing conditions. The line width of the sample prepared with 20% gold salt was about 4.8 times smaller than that of the sample without gold salt, exhibiting an ave","to the results reported by Jiang et al.29. Increases in the DC were observed with increasing laser power and the maximum achievable DC was limited to below 50% due to the restricted mobility of the oligomers. Our results also showed that under the same laser processing conditions, the DC decreases with a corresponding increase in the concentration of the gold precursor. This was associated with t",not_normalizable,candidate_only,auto_retained_low_context_candidate,machine_medium,manual_review,loading_not_normalizable,CAND-0000175
SUP-AUTO-000176,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,20,%,,,,"to the results reported by Jiang et al.29. Increases in the DC were observed with increasing laser power and the maximum achievable DC was limited to below 50% due to the restricted mobility of the oligomers. Our results also showed that under the same laser processing conditions, the DC decreases with a corresponding increase in the concentration of the gold precursor. This was associated with the energy consumption by the photoreduction, which leads to the effective energy for photopo- lymerisation being reduced accordingly. This finding is consistent with the observed relationship between the gold concentration and the polymerisation threshold. Furthermore, the presence of solvent molecules in the resin mixture was demonstrated to result in the effective dilution of the monomer, making the cross linking less efficient. Therefore, as the concentration of gold increases, higher laser energy is required. It was also found that the feature size of the fabricated structure that could be achieved decreased with increas- ing gold salt concentration in the mixture. Figure 3 compares five samples prepared under the same processing conditions. The line width of the sample prepared with 20% gold salt was about 4.8 times smaller than that of the sample without gold salt, exhibiting an ave","of the fabricated structure that could be achieved decreased with increas- ing gold salt concentration in the mixture. Figure 3 compares five samples prepared under the same processing conditions. The line width of the sample prepared with 20% gold salt was about 4.8 times smaller than that of the sample without gold salt, exhibiting an ave",not_normalizable,candidate_only,auto_retained_low_context_candidate,machine_medium,manual_review,loading_not_normalizable,CAND-0000176
SUP-AUTO-000177,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,experimental_context,power_measurement_plane=not_reported;threshold_definition=candidate_in_anchor;resin_formulation=candidate_in_anchor,context,,,,"to the results reported by Jiang et al.29. Increases in the DC were observed with increasing laser power and the maximum achievable DC was limited to below 50% due to the restricted mobility of the oligomers. Our results also showed that under the same laser processing conditions, the DC decreases with a corresponding increase in the concentration of the gold precursor. This was associated with the energy consumption by the photoreduction, which leads to the effective energy for photopo- lymerisation being reduced accordingly. This finding is consistent with the observed relationship between the gold concentration and the polymerisation threshold. Furthermore, the presence of solvent molecules in the resin mixture was demonstrated to result in the effective dilution of the monomer, making the cross linking less efficient. Therefore, as the concentration of gold increases, higher laser energy is required. It was also found that the feature size of the fabricated structure that could be achieved decreased with increas- ing gold salt concentration in the mixture. Figure 3 compares five samples prepared under the same processing conditions. The line width of the sample prepared with 20% gold salt was about 4.8 times smaller than that of the sample without gold salt, exhibiting an ave","to the results reported by Jiang et al.29. Increases in the DC were observed with increasing laser power and the maximum achievable DC was limited to below 50% due to the restricted mobility of the oligomers. Our results also showed that under the same laser processing conditions, the DC decreases with a corresponding increase in the concentration of the gold precursor. This was associated with the energy consumption by the photoreduction, which leads to the effective energy for photopo- lymerisation being reduced accordingly. This finding is consistent with the observed relationship between the gold concentration and the polymerisation threshold. Furthermore, the presence of solvent molecules in the resin mixture was demonstrated to result in the effective dilution of the monomer, making the cross linking less efficient. Therefore, as the concentration of gold increases, higher laser...",not_applicable,reported_direct,auto_retained_context_candidate,machine_medium,manual_review,context_missing_wavelength,CAND-0000177
SUP-AUTO-000178,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,0.25,wt%,,,,"wo photons, and triggers local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction (image on the right). In this way, both polymer (orange) and metal nanoparticles (red) are formed simultaneously. Complex 3D structures are fabricated by scanning the laser in three dimensions. --- Page 3 --- www.nature.com/scientificreports/ 3 SCiENTiFiC REPORtS | 7: 17150 | DOI:10.1038/s41598-017-17391-1 Polymeric matrix formation. The formation of simple structures using this two-photon methodology was conducted and confirmed using SEM. The DETC and the gold salt content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little","d the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000178
SUP-AUTO-000179,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,0.5,wt%,,,,"wo photons, and triggers local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction (image on the right). In this way, both polymer (orange) and metal nanoparticles (red) are formed simultaneously. Complex 3D structures are fabricated by scanning the laser in three dimensions. --- Page 3 --- www.nature.com/scientificreports/ 3 SCiENTiFiC REPORtS | 7: 17150 | DOI:10.1038/s41598-017-17391-1 Polymeric matrix formation. The formation of simple structures using this two-photon methodology was conducted and confirmed using SEM. The DETC and the gold salt content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little","energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000179
SUP-AUTO-000180,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,experimental_context,power_measurement_plane=not_reported;threshold_definition=candidate_in_anchor;resin_formulation=candidate_in_anchor,context,,,,"wo photons, and triggers local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction (image on the right). In this way, both polymer (orange) and metal nanoparticles (red) are formed simultaneously. Complex 3D structures are fabricated by scanning the laser in three dimensions. --- Page 3 --- www.nature.com/scientificreports/ 3 SCiENTiFiC REPORtS | 7: 17150 | DOI:10.1038/s41598-017-17391-1 Polymeric matrix formation. The formation of simple structures using this two-photon methodology was conducted and confirmed using SEM. The DETC and the gold salt content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increased the laser energy required to achieve polymerisation. This extra energy is believed to be required to compensate for the energy consumption involved in the gold salt reduction. For the polymerisation of pure PETA, levels of DETC as low as 0.25 wt% were demonstrated to be sufficient to achieve polymerisation. Further increases in the DETC concentration above 0.5 wt% were observed to have little","wo photons, and triggers local chemical reactions, including monomer polymerisation, cross linking and metal salt reduction (image on the right). In this way, both polymer (orange) and metal nanoparticles (red) are formed simultaneously. Complex 3D structures are fabricated by scanning the laser in three dimensions. --- Page 3 --- www.nature.com/scientificreports/ 3 SCiENTiFiC REPORtS | 7: 17150 | DOI:10.1038/s41598-017-17391-1 Polymeric matrix formation. The formation of simple structures using this two-photon methodology was conducted and confirmed using SEM. The DETC and the gold salt content was then systematically varied and the threshold (the minimum laser power) required for the formation of a structure with each gold loading was determined (See Supplementary Figure S3 for the details of the methodology). As shown in Figure 2, the presence of the gold salt significantly increas...",not_applicable,reported_direct,auto_retained_context_candidate,machine_medium,manual_review,context_missing_wavelength,CAND-0000180
SUP-AUTO-000181,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,3,wt%,,,,"ld containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found to be far more efficient in this process. Additional DETC was also noted to reduce the polymerisation threshold (see Figure 2). This was attributed to the higher concentration of initiator leading to a higher probability of radical formation, therefore the minimum required energy for radical formation was reduced accordingly. For controlled 3D structure fabrication, sufficient material stability is needed to maintain the desired shape after laser exposure, i.e., the material must have sufficient rigidity imparted by the polymerisation process. In this study, the fabrication energy was typically set 10~20 mW above the threshold for this purpose. Furthermore, the laser power applied was also associated with the hatching distance (the distance betw","s both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found to be far more efficient in this process. Additional DETC was also not",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000181
SUP-AUTO-000182,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,pi_loading,3,wt%,,,,"ld containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found to be far more efficient in this process. Additional DETC was also noted to reduce the polymerisation threshold (see Figure 2). This was attributed to the higher concentration of initiator leading to a higher probability of radical formation, therefore the minimum required energy for radical formation was reduced accordingly. For controlled 3D structure fabrication, sufficient material stability is needed to maintain the desired shape after laser exposure, i.e., the material must have sufficient rigidity imparted by the polymerisation process. In this study, the fabrication energy was typically set 10~20 mW above the threshold for this purpose. Furthermore, the laser power applied was also associated with the hatching distance (the distance betw","and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found to be far more efficient in this process. Additional DETC was also noted to reduce the polym",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000182
SUP-AUTO-000183,ZPC-001953,,10.1038/s41598-017-17391-1,Additive manufacture of complex 3D Au-containing nanocomposites by simultaneous two-photon polymerisation and photoreduction,polymerization_threshold,20,mW,20,mW,,"ld containing mixtures, our previous work on a Type I initiator in resin mixture had found that surplus initiator was needed, as both polymerisation and metal ion reduction consumed the generated free radicals. Thus a lack of free radicals was found to lower the efficacy of the reactions 27. For example, it was shown that to fabricate PETA-Au composites containing 3 wt% gold precursor, 3 wt% Type I initiator 2-benzyl-2-(dimethylamino)-4′-morpholinobutyrophenone (DBMP) was required 22. In this study, a Type II initiator (DETC) was found to be far more efficient in this process. Additional DETC was also noted to reduce the polymerisation threshold (see Figure 2). This was attributed to the higher concentration of initiator leading to a higher probability of radical formation, therefore the minimum required energy for radical formation was reduced accordingly. For controlled 3D structure fabrication, sufficient material stability is needed to maintain the desired shape after laser exposure, i.e., the material must have sufficient rigidity imparted by the polymerisation process. In this study, the fabrication energy was typically set 10~20 mW above the threshold for this purpose. Furthermore, the laser power applied was also associated with the hatching distance (the distance betw","sufficient material stability is needed to maintain the desired shape after laser exposure, i.e., the material must have sufficient rigidity imparted by the polymerisation process. In this study, the fabrication energy was typically set 10~20 mW above the threshold for this purpose. Furthermore, the laser power applied was also associated with the hatching distance (the distance betw",power_mW,reported_direct,auto_provisional_accept,machine_high,auto_accept,threshold candidate passes writing/polymerization local context gate,CAND-0000183
