cluster_id,paper_id,doi,title,source_lane,page_hint,cluster_basis,char_start,char_end,member_count,field_group_count,field_groups,field_values_json,positioned_member_count,existing_condition_ids,existing_condition_overlap_count,cluster_quality,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_gate_status,condition_scope
CONDCL-4e87a935622b13ea55,ZPC-001177,10.1002/smtd.202502130,Upconversion photoluminescence to monitor local heat release during femtosecond direct laser writing of bioinks in situ,out_of_scope_for_expansion,3,char_window,12648,14837,10,6,laser_power;objective_NA;power_measurement_plane;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}], ""objective_NA"": [{""normalized"": ""0.85"", ""normalized_unit"": ""dimensionless"", ""raw"": ""0.85"", ""raw_unit"": """"}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""in the focal plane"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""200"", ""normalized_unit"": ""fs"", ""raw"": ""200 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""976"", ""normalized_unit"": ""nm"", ""raw"": ""976 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""10"", ""normalized_unit"": ""nm"", ""raw"": ""10 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""755"", ""normalized_unit"": ""nm"", ""raw"": ""755 nm"", ""raw_unit"": ""nm""}]}",10,,0,high_information_local_cluster,false,5,atmosphere;geometry;motion_or_dwell,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-225b9c973f44c9fb6c,ZPC-001177,10.1002/smtd.202502130,Upconversion photoluminescence to monitor local heat release during femtosecond direct laser writing of bioinks in situ,out_of_scope_for_expansion,4,char_window,15686,16759,6,3,laser_power;power_measurement_plane;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""5.18 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""5.18"", ""normalized_unit"": ""mW"", ""raw"": ""5.18 mW"", ""raw_unit"": ""mW""}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""at the focal plane"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""755"", ""normalized_unit"": ""nm"", ""raw"": ""755 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""976"", ""normalized_unit"": ""nm"", ""raw"": ""976 nm"", ""raw_unit"": ""nm""}]}",6,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;motion_or_dwell;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-be4d57b4430d45cb95,ZPC-001177,10.1002/smtd.202502130,Upconversion photoluminescence to monitor local heat release during femtosecond direct laser writing of bioinks in situ,out_of_scope_for_expansion,5,char_window,20530,20537,2,1,laser_power,"{""laser_power"": [{""normalized"": ""2.76"", ""normalized_unit"": ""mW"", ""raw"": ""2.76 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2.76 mW"", ""raw_unit"": ""mW""}]}",2,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-fde20cea7d1c09cc18,ZPC-001177,10.1002/smtd.202502130,Upconversion photoluminescence to monitor local heat release during femtosecond direct laser writing of bioinks in situ,out_of_scope_for_expansion,7,char_window,27676,28299,7,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""5.2 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""5.2"", ""normalized_unit"": ""mW"", ""raw"": ""5.2 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""60"", ""normalized_unit"": ""mW"", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""755"", ""normalized_unit"": ""nm"", ""raw"": ""755 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""976"", ""normalized_unit"": ""nm"", ""raw"": ""976 nm"", ""raw_unit"": ""nm""}]}",7,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-b5fb0e6fbf94bfa71b,ZPC-001177,10.1002/smtd.202502130,Upconversion photoluminescence to monitor local heat release during femtosecond direct laser writing of bioinks in situ,out_of_scope_for_expansion,7,char_window,32426,33842,12,4,dwell_time_ms;laser_power;scan_speed;wavelength_nm,"{""dwell_time_ms"": [{""normalized"": ""750"", ""normalized_unit"": ""ms"", ""raw"": ""0.75 s"", ""raw_unit"": ""s""}], ""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""60"", ""normalized_unit"": ""mW"", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""70 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""70"", ""normalized_unit"": ""mW"", ""raw"": ""70 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""5 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""5"", ""normalized_unit"": ""um/s"", ""raw"": ""5 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""10"", ""normalized_unit"": ""um/s"", ""raw"": ""10 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""300"", ""normalized_unit"": ""nm"", ""raw"": ""300 nM"", ""raw_unit"": ""nM""}]}",12,,0,high_information_local_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-c2839c2bb7743d93f2,ZPC-001177,10.1002/smtd.202502130,Upconversion photoluminescence to monitor local heat release during femtosecond direct laser writing of bioinks in situ,out_of_scope_for_expansion,8,char_window,34342,37219,16,5,dwell_time_ms;laser_power;pi_loading;scan_speed;wavelength_nm,"{""dwell_time_ms"": [{""normalized"": ""1500"", ""normalized_unit"": ""ms"", ""raw"": ""1.5 s"", ""raw_unit"": ""s""}, {""normalized"": ""500"", ""normalized_unit"": ""ms"", ""raw"": ""0.5 s"", ""raw_unit"": ""s""}, {""normalized"": ""750"", ""normalized_unit"": ""ms"", ""raw"": ""0.75 s"", ""raw_unit"": ""s""}], ""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""60"", ""normalized_unit"": ""mW"", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""65 mg/ml"", ""raw_unit"": ""mg/ml""}], ""scan_speed"": [{""normalized"": ""20"", ""normalized_unit"": ""um/s"", ""raw"": ""20 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""2"", ""normalized_unit"": ""um/s"", ""raw"": ""2 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""755"", ""normalized_unit"": ""nm"", ""raw"": ""755 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""100"", ""normalized_unit"": ""nm"", ""raw"": ""100 nm"", ""raw_unit"": ""nm""}]}",16,,0,high_information_local_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-5e39d979d18e04f69b,ZPC-001177,10.1002/smtd.202502130,Upconversion photoluminescence to monitor local heat release during femtosecond direct laser writing of bioinks in situ,out_of_scope_for_expansion,9,char_window,38400,40648,17,3,dwell_time_ms;laser_power;scan_speed,"{""dwell_time_ms"": [{""normalized"": ""1500"", ""normalized_unit"": ""ms"", ""raw"": ""1.5 s"", ""raw_unit"": ""s""}, {""normalized"": ""750"", ""normalized_unit"": ""ms"", ""raw"": ""0.75 s"", ""raw_unit"": ""s""}], ""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""60"", ""normalized_unit"": ""mW"", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""70 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""70"", ""normalized_unit"": ""mW"", ""raw"": ""70 mW"", ""raw_unit"": ""mW""}], ""scan_speed"": [{""normalized"": ""5"", ""normalized_unit"": ""um/s"", ""raw"": ""5 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""5 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""10"", ""normalized_unit"": ""um/s"", ""raw"": ""10 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""20"", ""normalized_unit"": ""um/s"", ""raw"": ""20 µm/s"", ""raw_unit"": ""µm/s""}]}",17,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a49e30fbd5c0c55e43,OA2P-000078,10.1002/sstr.202100158,Temperature‐Responsive 4D Liquid Crystal Microactuators Fabricated by Direct Laser Writing by Two‐Photon Polymerization,core_two_photon,3,char_window,9781,9812,3,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""25"", ""normalized_unit"": ""mW"", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",3,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-4256a8c98eea46fc55,OA2P-000078,10.1002/sstr.202100158,Temperature‐Responsive 4D Liquid Crystal Microactuators Fabricated by Direct Laser Writing by Two‐Photon Polymerization,core_two_photon,4,char_window,12080,12139,3,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""25"", ""normalized_unit"": ""mW"", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""245"", ""normalized_unit"": ""nm"", ""raw"": ""245 nm"", ""raw_unit"": ""nm""}]}",3,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a46bdbaaba7489812d,OA2P-000078,10.1002/sstr.202100158,Temperature‐Responsive 4D Liquid Crystal Microactuators Fabricated by Direct Laser Writing by Two‐Photon Polymerization,core_two_photon,7,char_window,28643,29485,10,5,laser_power;power_measurement_plane;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""170 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""170"", ""normalized_unit"": ""mW"", ""raw"": ""170 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""50"", ""normalized_unit"": ""mW"", ""raw"": ""50 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""25"", ""normalized_unit"": ""mW"", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""laser_output"", ""raw"": ""laser output"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""120"", ""normalized_unit"": ""fs"", ""raw"": ""120 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""1"", ""normalized_unit"": ""MHz"", ""raw"": ""1 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",10,,0,high_information_local_cluster,false,4,atmosphere;focusing;geometry;motion_or_dwell,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-6f6322d0057bd379de,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,10,char_window,29410,29416,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""275"", ""normalized_unit"": ""nm"", ""raw"": ""275 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a6a47234a20a77d055,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,11,char_window,29987,33329,9,3,pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""150"", ""normalized_unit"": ""fs"", ""raw"": ""150 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""2e-06"", ""normalized_unit"": ""MHz"", ""raw"": ""2 Hz"", ""raw_unit"": ""Hz""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""275"", ""normalized_unit"": ""nm"", ""raw"": ""275 nm"", ""raw_unit"": ""nm""}]}",9,,0,multi_field_candidate_cluster,false,3,atmosphere;focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-85058ec9356a267afa,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,12,char_window,34604,36123,5,3,power_measurement_plane;pulse_width_fs;wavelength_nm,"{""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""at the focal point"", ""raw_unit"": """"}], ""pulse_width_fs"": [{""normalized"": ""150"", ""normalized_unit"": ""fs"", ""raw"": ""150 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",5,,0,multi_field_candidate_cluster,false,3,atmosphere;focusing;geometry;motion_or_dwell;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-df649f380af30cacaf,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,16,char_window,49186,50314,4,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1400"", ""normalized_unit"": ""nm"", ""raw"": ""1400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1500"", ""normalized_unit"": ""nm"", ""raw"": ""1500 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1053"", ""normalized_unit"": ""nm"", ""raw"": ""1053 nm"", ""raw_unit"": ""nm""}]}",4,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-29b16fc10a7282ad58,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,17,char_window,52135,53959,3,1,repetition_rate_MHz,"{""repetition_rate_MHz"": [{""normalized"": ""1"", ""normalized_unit"": ""MHz"", ""raw"": ""1 MHz"", ""raw_unit"": ""MHz""}, {""normalized"": ""0.001"", ""normalized_unit"": ""MHz"", ""raw"": ""1 kHz"", ""raw_unit"": ""kHz""}, {""normalized"": ""100"", ""normalized_unit"": ""MHz"", ""raw"": ""100 MHz"", ""raw_unit"": ""MHz""}]}",3,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-99603517c3775cc529,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,18,char_window,57816,59579,9,3,pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""300"", ""normalized_unit"": ""fs"", ""raw"": ""300 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""0.001"", ""normalized_unit"": ""MHz"", ""raw"": ""1 kHz"", ""raw_unit"": ""kHz""}, {""normalized"": ""1"", ""normalized_unit"": ""MHz"", ""raw"": ""1 MHz"", ""raw_unit"": ""MHz""}, {""normalized"": ""100"", ""normalized_unit"": ""MHz"", ""raw"": ""100 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""248"", ""normalized_unit"": ""nm"", ""raw"": ""248 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""266"", ""normalized_unit"": ""nm"", ""raw"": ""266 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""355"", ""normalized_unit"": ""nm"", ""raw"": ""355 nm"", ""raw_unit"": ""nm""}]}",9,,0,multi_field_candidate_cluster,false,3,atmosphere;focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-d73b18a9d0dedf9cd7,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,19,char_window,62682,63613,8,2,laser_power;pulse_width_fs,"{""laser_power"": [{""normalized"": ""1"", ""normalized_unit"": ""mW"", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""2"", ""normalized_unit"": ""mW"", ""raw"": ""2 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""5mW"", ""raw_unit"": ""mW""}, {""normalized"": ""5"", ""normalized_unit"": ""mW"", ""raw"": ""5mW"", ""raw_unit"": ""mW""}], ""pulse_width_fs"": [{""normalized"": ""200000"", ""normalized_unit"": ""fs"", ""raw"": ""200 ps"", ""raw_unit"": ""ps""}, {""normalized"": ""80"", ""normalized_unit"": ""fs"", ""raw"": ""80 fs"", ""raw_unit"": ""fs""}]}",8,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-1910b84f7661a7431a,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,21,char_window,74476,74482,1,1,atmosphere,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""in air"", ""raw_unit"": """"}]}",1,,0,single_field_context_cluster,false,1,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-fb7f68736e409dfb7e,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,24,char_window,84792,84796,1,1,repetition_rate_MHz,"{""repetition_rate_MHz"": [{""normalized"": ""1e-06"", ""normalized_unit"": ""MHz"", ""raw"": ""1 Hz"", ""raw_unit"": ""Hz""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-7e7757370fa2b2d4bf,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,25,char_window,89448,89453,1,1,pulse_width_fs,"{""pulse_width_fs"": [{""normalized"": ""60"", ""normalized_unit"": ""fs"", ""raw"": ""60 fs"", ""raw_unit"": ""fs""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a9703c459fdec24bff,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,26,char_window,91902,93335,5,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""193"", ""normalized_unit"": ""nm"", ""raw"": ""193 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1064"", ""normalized_unit"": ""nm"", ""raw"": ""1064 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""355"", ""normalized_unit"": ""nm"", ""raw"": ""355 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""248"", ""normalized_unit"": ""nm"", ""raw"": ""248 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""532"", ""normalized_unit"": ""nm"", ""raw"": ""532 nm"", ""raw_unit"": ""nm""}]}",5,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-05fae53c1f3a715e5e,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,6,char_window,18277,18284,1,1,pulse_width_fs,"{""pulse_width_fs"": [{""normalized"": ""1920"", ""normalized_unit"": ""fs"", ""raw"": ""1.92 PS"", ""raw_unit"": ""PS""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-8174de83a02396f59d,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,7,char_window,18978,18996,1,1,power_measurement_plane,"{""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""at the focal plane"", ""raw_unit"": """"}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-08872161e7b30b6f15,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,8,char_window,26239,26843,5,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""275"", ""normalized_unit"": ""nm"", ""raw"": ""275 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""550"", ""normalized_unit"": ""nm"", ""raw"": ""550 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",5,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-9e85c9cd9ecf31bbd7,OA2P-000080,10.1007/s00170-022-08731-1,Micro-texturing of polymer surfaces using lasers: a review,out_of_scope_for_expansion,9,char_window,27980,28487,3,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""275"", ""normalized_unit"": ""nm"", ""raw"": ""275nm"", ""raw_unit"": ""nm""}]}",3,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0aeddfa0641c864a5e,zotero_KGWA2AJ6,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,1,exact_anchor,,,1,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",0,COND-0b50aeed6014,1,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,exact_anchor_cluster_candidate
CONDCL-595b111623ae38ab9a,zotero_KGWA2AJ6,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,1,exact_anchor,,,1,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",0,COND-d4ee75178300,1,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,exact_anchor_cluster_candidate
CONDCL-93d8909f5624881e41,zotero_KGWA2AJ6,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,1,exact_anchor,,,1,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",0,COND-36c21292e7e7,1,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,exact_anchor_cluster_candidate
CONDCL-bc0ef27517f6efcfc5,zotero_KGWA2AJ6,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,core_two_photon,1,exact_anchor,,,1,1,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",0,COND-81a0e5c4c865,1,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,exact_anchor_cluster_candidate
