entity_id,paper_id,doi,raw_label,normalized_label,occurrence_count,page_hints,pdf_status,pages_processed,detected_structure_objects,strict_complete_candidates,distinct_candidate_inchikeys,selected_canonical_smiles,selected_inchikey,selected_formula,supporting_detection_count,conflicting_detection_count,identity_status,confidence_tier,scientific_use,source_structure_locations,claim_boundary
SRCENT-16cd7b6803f52ac6aa,zotero_H86SV53N,10.1021/la803803m,benzophenone,benzophenone,1,1,available,4,6,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-382f34b04646c7a1f0,ZPC-005136,10.1021/la803803m,TEA,tea,1,3,available,5,6,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-21700b578a5474d009,ZPC-006011,10.1021/ma500612x,benzophenone,benzophenone,2,1,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-232f778bdb9d05b64c,ZPC-006011,10.1021/ma500612x,camphorquinone,camphorquinone,8,1;5,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-c6573ab8ebe3654d8f,ZPC-002625,10.1021/ma5006793,camphorquinone,camphorquinone,6,1,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-660ebad909577b4346,zotero_XAY2YYCX,10.1021/ma9007785,benzophenone,benzophenone,3,6,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-ff08161ddda7a22153,ZPC-000028,10.1021/ma9007785,TPIP,tpip,14,,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-0d4562c4e63a81d0b5,ZPC-005809,10.1021/ma900887h,benzophenone,benzophenone,25,1;3;4;5;6,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-b2187e21caa18e3f14,ZPC-005809,10.1021/ma900887h,MTPBP,mtpbp,2,2,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-efd88b29c51b679006,ZPC-005809,10.1021/ma900887h,PI 4,pi4,1,1,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-1677f2583369af7b6f,ZPC-000685,10.1021/ma9514838,PI 5,pi5,3,2;4,available,4,26,0,0,,,,0,0,provisional_numeric_only_panel_pair,B_numeric,candidate_identity_only_not_model_ready,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-56af512470e500b83e,ZPC-000052,10.1038/17989,benzophenone,benzophenone,7,2,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-46074ac79ecf8ea92d,OA2P-000181,10.1038/ncomms11975,PI 4,pi4,1,3,available,2,10,0,0,,,,0,0,provisional_numeric_only_panel_pair,B_numeric,candidate_identity_only_not_model_ready,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-4e1bd912da615cd61a,ZPC-001953,10.1038/s41598-017-17391-1,Irgacure 2959,irgacure2959,24,,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-c24b5a945cddfaa9cf,ZPC-001953,10.1038/s41598-017-17391-1,PI 2,pi2,7,,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-75bac74ac46e131c37,ZPC-000356,10.1039/b009992i,BEE,bee,6,2;3,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-1f6359af56a12920ee,zotero_87BWABRN,10.1039/c4tc00706a,compound 1,compound1,1,8,available,5,29,0,0,,,,0,0,provisional_numeric_only_panel_pair,B_numeric,candidate_identity_only_not_model_ready,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-0d7e067227e59feb87,zotero_87BWABRN,10.1039/c4tc00706a,thioxanthone,thioxanthone,1,14,available,5,29,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-fa9bbe2d54cf045c32,ZPC-002032,10.1039/c6py01787h,Irgacure 2959,irgacure2959,2,1,available,2,2,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-e680f9cca3dca8eeaa,ZPC-000711,10.1039/c9py01819k,camphorquinone,camphorquinone,1,5,available,4,24,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-c21c4929d2054c5ba5,ZPC-004284,10.1039/d1py00914a,DAS,das,1,9,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-9494f11367d87b3eb7,ZPC-004284,10.1039/d1py00914a,LiTPO61,litpo61,5,3,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-b2b70ef58fcc0b4c09,ZPC-000049,10.1039/d4sc03527e,PI 23,pi23,7,3,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-bb0ca9cb66ec422732,ZPC-002300,10.1088/1758-5082/3/2/025003,Irgacure 2959,irgacure2959,1,7,available,4,2,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-9ca189575d9369b112,ZPC-004826,10.1117/12.634627,camphorquinone,camphorquinone,3,1;3,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-0946feac5d870464b5,ZPC-003545,10.1142/s0218863514500489,thioxanthone,thioxanthone,1,1,available,3,0,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-c1822a836fb7c8d432,ZPC-000385,10.1166/jnn.2013.6011,PI 3,pi3,13,,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-bf7d9e098705cf0abf,ZPC-003968,10.1364/oe.18.027550,TEA,tea,1,4,available,4,1,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-5b78d8104ce9fd8c33,OA2P-000400,10.1364/oe.389215,M-112,m112,1,3,available,2,0,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-3cd37af14dd9642142,ZPC-005874,10.1515/nanoph-2022-0611,benzophenone,benzophenone,1,,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-552eb503a9aa56f233,ZPC-005874,10.1515/nanoph-2022-0611,thioxanthone,thioxanthone,1,,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-d1ab18d1479312bdef,ZPC-005125,10.18063/ijb.752,LAP,lap,1,,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-da632780073857e227,OA2P-000440,10.21203/rs.3.rs-1797484/v1,PI 4,pi4,1,6,available,3,0,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-e06f67ba5177f4133a,zotero_DV89B7W8,10.2217/rme.13.60,Irgacure 2959,irgacure2959,9,13;2;4;5;6;8,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-a2860888650142aad6,ZPC-000336,10.2478/bf02475199,MBDPPO,mbdppo,2,6,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-69531b3857510671c4,ZPC-000336,10.2478/bf02475199,TEA,tea,5,8;9,not_targeted,0,0,0,0,,,,0,0,not_selected_for_targeted_refinement,N_target,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-78bfca0b587888abb4,OA2P-000445,10.2494/photopolymer.14.657,compound 11,compound11,1,8,available,4,8,0,0,,,,0,0,provisional_numeric_only_panel_pair,B_numeric,candidate_identity_only_not_model_ready,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-88c1b164b46ca28a6c,OA2P-000445,10.2494/photopolymer.14.657,PI 10,pi10,5,10,available,4,8,0,0,,,,0,0,provisional_numeric_only_panel_pair,B_numeric,candidate_identity_only_not_model_ready,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,pi11,12,5;8,available,4,8,0,0,,,,0,0,provisional_numeric_only_panel_pair,B_numeric,candidate_identity_only_not_model_ready,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-7263fa8b4e95220be7,OA2P-000453,10.2961/jlmn.2011.03.0004,Darocur 1173,darocur1173,1,2,available,1,5,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-ddb4e1056883546901,OA2P-000463,10.3389/fphy.2018.00016,TEA,tea,1,7,available,5,3,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-36fddb71483439dfd5,zotero_AU74BQZ6,10.37188/lam.2023.004,camphorquinone,camphorquinone,2,11,available,5,0,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-0883e7d20044d19198,zotero_AU74BQZ6,10.37188/lam.2023.004,PI 37,pi37,1,4,available,5,0,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
SRCENT-037e697ec4b511929e,zotero_AU74BQZ6,10.37188/lam.2023.004,thioxanthone,thioxanthone,1,1,available,5,0,0,0,,,,0,0,unresolved_no_strict_panel_pair,U,retrieval_and_future_identity_closure_only,,"This registry resolves molecular identity only. It does not validate or change any photophysical, polymerization, formulation, threshold, or external-test value."
