entity_id,paper_id,doi,source_label,candidate_count,eligible_candidate_count,resolved_candidate_count,distinct_external_inchikeys,selected_query_name,selected_query_slug,selected_candidate_type,selected_candidate_id,source_location,rendered_page_path,pubchem_cid,canonical_smiles,inchikey,molecular_formula,fragment_count,formal_charge,decision_status,confidence_tier,decision_basis,scientific_use_boundary
SRCENT-55efe70bc7aaa04397,zotero_PJQEIM6F,10.1021/acsapm.4c00932,benzophenone,5,5,5,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-b9fe32597fed8634,PDF page 1; embedded-text characters 3011-3023,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_PJQEIM6F\page_0001.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-12730bbc955ae60eae,ZPC-002104,10.1021/acsapm.5c01802,PI 1,16,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-189545e4be17562b10,ZPC-002104,10.1021/acsapm.5c01802,PI 2,13,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-98a4b67090967e0b8b,ZPC-002104,10.1021/acsapm.5c01802,PI 3,13,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-f27d56ceabfdb6d312,ZPC-000012,10.1021/acsmacrolett.7b00499,benzophenone,3,3,3,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-57b91883eb8c80ae,PDF page 1; embedded-text characters 3005-3017,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000012\page_0001.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-16cd7b6803f52ac6aa,zotero_H86SV53N,10.1021/la803803m,benzophenone,3,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-382f34b04646c7a1f0,ZPC-005136,10.1021/la803803m,TEA,5,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-21700b578a5474d009,ZPC-006011,10.1021/ma500612x,benzophenone,1,1,1,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-8009ba11d6665d63,PDF page 1; embedded-text characters 2316-2328,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-006011\page_0001.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-232f778bdb9d05b64c,ZPC-006011,10.1021/ma500612x,camphorquinone,2,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-c6573ab8ebe3654d8f,ZPC-002625,10.1021/ma5006793,camphorquinone,2,2,2,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-15124fa86509f95b,PDF page 1; embedded-text characters 4295-4309,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-002625\page_0001.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-660ebad909577b4346,zotero_XAY2YYCX,10.1021/ma9007785,benzophenone,1,1,1,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-7d786e78fcc6c9f6,PDF page 6; embedded-text characters 1363-1375,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_XAY2YYCX\page_0006.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-ff08161ddda7a22153,ZPC-000028,10.1021/ma9007785,TPIP,17,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-0d4562c4e63a81d0b5,ZPC-005809,10.1021/ma900887h,benzophenone,46,45,45,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-1d63fbf1e400138b,PDF page 1; embedded-text characters 1675-1687,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005809\page_0001.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-b2187e21caa18e3f14,ZPC-005809,10.1021/ma900887h,MTPBP,68,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-efd88b29c51b679006,ZPC-005809,10.1021/ma900887h,PI 4,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-1677f2583369af7b6f,ZPC-000685,10.1021/ma9514838,PI 5,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-56af512470e500b83e,ZPC-000052,10.1038/17989,benzophenone,2,1,1,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-d64d4847be33d6ea,PDF page 2; embedded-text characters 4351-4363,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000052\page_0002.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-46074ac79ecf8ea92d,OA2P-000181,10.1038/ncomms11975,PI 4,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-4e1bd912da615cd61a,ZPC-001953,10.1038/s41598-017-17391-1,Irgacure 2959,4,1,1,1,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,q_b5eb902d6af2657a81b8,full_name_after_label_colon_parentheses,TXTID-2c7ab39b24322f19,PDF page 6; embedded-text characters 3653-3666,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001953\page_0006.png,86266,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-c24b5a945cddfaa9cf,ZPC-001953,10.1038/s41598-017-17391-1,PI 2,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-75bac74ac46e131c37,ZPC-000356,10.1039/b009992i,BEE,24,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-1f6359af56a12920ee,zotero_87BWABRN,10.1039/c4tc00706a,compound 1,7,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-0d7e067227e59feb87,zotero_87BWABRN,10.1039/c4tc00706a,thioxanthone,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-fa9bbe2d54cf045c32,ZPC-002032,10.1039/c6py01787h,Irgacure 2959,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-e680f9cca3dca8eeaa,ZPC-000711,10.1039/c9py01819k,camphorquinone,2,2,2,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-262eccde8a5b0d43,PDF page 2; embedded-text characters 2358-2372,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000711\page_0002.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-c21c4929d2054c5ba5,ZPC-004284,10.1039/d1py00914a,DAS,19,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-9494f11367d87b3eb7,ZPC-004284,10.1039/d1py00914a,LiTPO61,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-b2b70ef58fcc0b4c09,ZPC-000049,10.1039/d4sc03527e,PI 23,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-bb0ca9cb66ec422732,ZPC-002300,10.1088/1758-5082/3/2/025003,Irgacure 2959,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-9ca189575d9369b112,ZPC-004826,10.1117/12.634627,camphorquinone,6,6,6,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-2fe7e6871c81c0ab,PDF page 1; embedded-text characters 413-427,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-004826\page_0001.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-0946feac5d870464b5,ZPC-003545,10.1142/s0218863514500489,thioxanthone,2,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-c1822a836fb7c8d432,ZPC-000385,10.1166/jnn.2013.6011,PI 3,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-bf7d9e098705cf0abf,ZPC-003968,10.1364/oe.18.027550,TEA,9,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-5b78d8104ce9fd8c33,OA2P-000400,10.1364/oe.389215,M-112,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-3cd37af14dd9642142,ZPC-005874,10.1515/nanoph-2022-0611,benzophenone,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-552eb503a9aa56f233,ZPC-005874,10.1515/nanoph-2022-0611,thioxanthone,3,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-d1ab18d1479312bdef,ZPC-005125,10.18063/ijb.752,LAP,19,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-da632780073857e227,OA2P-000440,10.21203/rs.3.rs-1797484/v1,PI 4,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-e06f67ba5177f4133a,zotero_DV89B7W8,10.2217/rme.13.60,Irgacure 2959,35,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-a2860888650142aad6,ZPC-000336,10.2478/bf02475199,MBDPPO,14,1,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-69531b3857510671c4,ZPC-000336,10.2478/bf02475199,TEA,3,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-78bfca0b587888abb4,OA2P-000445,10.2494/photopolymer.14.657,compound 11,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-88c1b164b46ca28a6c,OA2P-000445,10.2494/photopolymer.14.657,PI 10,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-9b82a07a926bfcbc89,OA2P-000445,10.2494/photopolymer.14.657,PI 11,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-7263fa8b4e95220be7,OA2P-000453,10.2961/jlmn.2011.03.0004,Darocur 1173,3,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-ddb4e1056883546901,OA2P-000463,10.3389/fphy.2018.00016,TEA,2,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-36fddb71483439dfd5,zotero_AU74BQZ6,10.37188/lam.2023.004,camphorquinone,1,1,1,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-eeae806c0224cfc9,PDF page 11; embedded-text characters 6001-6015,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_AU74BQZ6\page_0011.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-0883e7d20044d19198,zotero_AU74BQZ6,10.37188/lam.2023.004,PI 37,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-037e697ec4b511929e,zotero_AU74BQZ6,10.37188/lam.2023.004,thioxanthone,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
