evidence_id,paper_id,zotero_key,doi,title,value_type,raw_value,raw_unit,normalized_value,normalized_unit,page_hint,evidence_anchor,formulation,wavelength_nm,figure_id,data_role,evidence_lane,confidence_class,audit_status,visual_audit_reference,source_json,notes
AUD20260828-0065,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,laser_wavelength,800,nm,800,nm,4,Ti:sapphire femtosecond laser operating at 800 nm,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0066,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,pulse_repetition_rate,75,MHz,75,MHz,4,with a repetition rate of 75 MHz,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0067,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,pulse_duration,<20,fs,<20,fs,4,sub-20 fs duration pulses,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0068,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,laser_output_power_maximum,450,mW,450,mW,4,maximum output power of the oscillator was 450 mW,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0069,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,objective_magnification,40,×,40,×,4,"microscope objective lens (40×, N.A. = 0.95)",,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0070,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,objective_na,0.95,NA,0.95,NA,4,"microscope objective lens (40×, N.A. = 0.95)",,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0071,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,sample_spacer_thickness,100,µm,100,µm,4,The spacer between the two coverslips were 100 µm thick,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0072,zotero_H86SV53N,H86SV53N,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,feature_resolution_scale,~4,µm,~4,µm,1,good quality and had four micron resolution,,,,claim_only,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,Abstract-level resolution claim.
AUD20260828-0073,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",compound_identity,"1: 2,7-bis[2-(4-dimethylamino-phenyl)-vinyl]anthraquinone",,,,1,derivative 1,R1,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0074,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",compound_identity,"2: 2,7-bis[2-(4-methoxy-phenyl)-vinyl]anthraquinone",,,,1,derivative 2,R2,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0075,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",sigma_2pa,1635,GM,1635,GM,1,compound 1 showed ... 1635 GM ... at the wavelength of 800 nm,compound 1,800,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0076,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",sigma_2pa,995,GM,995,GM,1,995 GM for 2 at the wavelength of 800 nm,compound 2,800,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0077,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",polymerization_threshold_power,3.67,mW,3.67,mW,1,threshold energy 3.67 mW ... for R1,R1; 0.02 wt % PI,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0078,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",polymerization_threshold_power,8.03,mW,8.03,mW,1,8.03 mW for 2,R2; 0.02 wt % PI,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0079,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",pi_loading,0.02,wt %,0.02,wt %,1,R1 at the concentration of 0.02 wt%,R1/R2,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0080,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",scanning_speed,"10, 30, 50",µm s−1,,,6,"different linear scan speed of 10, 30 and 50 µm/s",R1/R2,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0081,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",line_width,225,nm,225,nm,6,R1 ... 225 nm ... when the linear scan speed [was] 10 µm/s,R1; threshold power; 10 µm s−1,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0082,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",line_width,185,nm,185,nm,6,R1 ... 185 nm ... when the linear scan speed [was] 30 µm/s,R1; threshold power; 30 µm s−1,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0083,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",line_width,105,nm,105,nm,6,R1 ... 105 nm at the threshold energy of 3.67 mW,R1; threshold power; 50 µm s−1,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0084,zotero_95TT3IKI,95TT3IKI,10.1016/j.jphotochem.2007.03.002,"Synthesis, optical and initiating properties of new two-photon polymerization initiators: 2,7-Bis(styryl)anthraquinone derivatives",line_width,420,nm,420,nm,6,line width was decreased only to 420 nm,R2; threshold power; 50 µm s−1,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,R2 value at the stated high scan-speed condition.
AUD20260828-0085,zotero_TSTS6L69,TSTS6L69,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,photoinitiator,2-benzyl-2-dimethylamino-1-(4-morpholinophenyl)butanone-1 (Irgacure 369),,,,2,The PI used ... was 2-benzyl-2-dimethylamino-1-(4-morpholinophenyl)butanone-1,,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0086,zotero_TSTS6L69,TSTS6L69,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,pi_loading,1,wt %,1,wt %,2,1 wt.-% ... of PI was doped into the LN1 resin,LN1 + Irgacure 369,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0087,zotero_TSTS6L69,TSTS6L69,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,pi_loading,1.5,wt %,1.5,wt %,2,1.5 wt.-% of PI was doped into the LN1 resin,LN1 + Irgacure 369,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0088,zotero_TSTS6L69,TSTS6L69,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,pi_loading_sufficient_range,1–5,wt %,1–5,wt %,2,A loading of 1–5 wt.-% for Irgacure 369 is sufficient,LN1 + Irgacure 369,,,claim_only,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0089,zotero_TSTS6L69,TSTS6L69,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,resin,LN1,,,,2,LN1 resin was formulated,,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0090,zotero_TSTS6L69,TSTS6L69,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,photopolymerization_irradiance,60,mW cm−2,60,mW cm−2,4,effect of PI concentration ... at an intensity of 60 mW cm−2,LN1 + Irgacure 369,,Figure 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0091,zotero_TSTS6L69,TSTS6L69,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,photopolymerization_irradiance_levels,"30, 60, 100",mW cm−2,,,4,"influence of light intensity ... 100, 60 and 30 mW cm−2",,,Figure 1,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0092,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,laser_wavelength,710,nm,710,nm,1,Ti:Sapphire tunable laser operating at 710 nm,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0093,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,pulse_duration,200,fs,200,fs,1,200 femtosecond Ti:Sapphire ... laser,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0094,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,pulse_repetition_rate,76,MHz,76,MHz,2,mode-locked 76 MHz Ti:Sapphire laser,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0095,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,diffraction_efficiency,3.5,%,3.5,%,1,Measured diffraction efficiency ... 3.5%,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0096,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,photoinitiator,Benzil-Di-Methyl-Ketal (BDMK),,,,2,BDMK was used as two-photon photoinitiator,,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0097,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,two_photon_threshold_intensity,~0.38,GW cm−2,~0.38,GW cm−2,2,two-photon threshold ... as low as .38 GW/cm²,DPEPA + BDMK,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,Minimum/approximate value as reported.
AUD20260828-0098,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,pi_loading,2,wt %,2,wt %,2,concentration of initiator BDMK was 2 wt.%,DPEPA + BDMK,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0099,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,pi_loading,1–2,wt %,1–2,wt %,2,1–2 wt.% of BDMK as two-photon photoinitiator,Epotek-301 host-guest system,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0100,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,refractive_index_change,0.0394,Δn,0.0394,Δn,2,index-of-refraction changes ... up to Δn = .0394,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0101,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,initial_refractive_index,1.4885,n,1.4885,n,2,Initial refractive index of 1.4885,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0102,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,polymerized_refractive_index,1.5279,n,1.5279,n,2,increasing ... up to 1.5279,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0103,zotero_RK5TXPZ5,RK5TXPZ5,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,epoxy_fraction,40,wt %,40,wt %,2,40 wt.% of epoxy was used,Epotek-301 host-guest system,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0104,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,sigma_2pa,210,10−50 cm4 s photon−1 (GM),210,10−50 cm4 s photon−1 (GM),2,"Table 1: compound 1, δ = 210 at 600 nm",compound 1,600,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0105,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,sigma_2pa,260,10−50 cm4 s photon−1 (GM),260,10−50 cm4 s photon−1 (GM),2,"Table 1: compound 6, δ = 260 at 645 nm",compound 6,645,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0106,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,sigma_2pa,995,10−50 cm4 s photon−1 (GM),995,10−50 cm4 s photon−1 (GM),2,"Table 1: compound 7, δ = 995 at 730 nm",compound 7,730,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0107,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,sigma_2pa,900,10−50 cm4 s photon−1 (GM),900,10−50 cm4 s photon−1 (GM),2,"Table 1: compound 8, δ = 900 at 730 nm",compound 8,730,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0108,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,sigma_2pa,1250,10−50 cm4 s photon−1 (GM),1250,10−50 cm4 s photon−1 (GM),2,"Table 1: compound 9, δ = 1250 at 775 nm",compound 9,775,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0109,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,polymerization_threshold_energy,0.3,mJ,0.3,mJ,2,Compounds 1 and 6 ... Eth = 0.3 mJ,compounds 1 and 6,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0110,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,polymerization_threshold_energy,0.2,mJ,0.2,mJ,2,"for 8, Eth for 730-nm, 5-ns pulses was as low as 0.2 mJ",compound 8,730,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0111,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,pulse_duration,5,ns,5,ns,2,"730-nm, 5-ns pulses",compound 8,730,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0112,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,pi_loading,0.1,%,0.1,%,3,resins consisted of 0.1% photoinitiator (8 or 9),compounds 8 or 9,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,Caption percentage retained without imposing wt% basis.
AUD20260828-0113,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,writing_threshold_power,200,µW,200,µW,3,threshold power for writing ... 200 µW for 8 at 730 nm,compound 8,730,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0114,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,writing_threshold_power,300,µW,300,µW,3,300 µW for 9 at 800 nm,compound 9,800,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0115,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,laser_wavelength,730,nm,730,nm,3,near the two-photon absorption peak ... compound 8,compound 8,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0116,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,laser_wavelength,800,nm,800,nm,3,300 µW for 9 at 800 nm,compound 9,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0117,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,pulse_duration,150,fs,150,fs,3,"Ti:sapphire laser pulses (150 fs, 76 MHz)",,,Figure 3,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0118,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,pulse_repetition_rate,76,MHz,76,MHz,3,"Ti:sapphire laser pulses (150 fs, 76 MHz)",,,Figure 3,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0119,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,focal_spot_radial_size,~0.35,µm,~0.35,µm,3,~0.35 µm radial spot size,,,Figure 3,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,Approximate caption value.
AUD20260828-0120,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,substrate_translation_speed,50,µm s−1,50,µm s−1,3,substrate was translated at 50 µm s−1,,,Figure 3,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0121,zotero_6ZQ3VP63,6ZQ3VP63,10.1038/17989,Two-photon polymerization initiators for three-dimensional optical data storage and microfabrication,damage_threshold_power,>~10,mW,>~10,mW,3,damage was observed at powers greater than ~10 mW,compounds 8 and 9,,,claim_only,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0122,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,laser_wavelength,790,nm,790,nm,1,Ti:sapphire laser whose oscillating wavelength ... [was] 790 nm,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0123,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,pulse_width,200,fs,200,fs,1,pulse width ... 200 fs,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0124,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,resin,SCR-500,,,,1,The resin is SCR-500,,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0125,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,objective_na,0.4,NA,0.4,NA,2,objective lens of N.A. 0.4,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0126,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,objective_na,0.85,NA,0.85,NA,2,objective lens ... N.A. 0.85,,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0127,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,laser_peak_power,50,kW,50,kW,2,"peak power were 790 nm, 200 fs, 76 MHz, and 50 kW",,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0128,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,argon_laser_power,8,W,8,W,2,excited by an Ar-ion laser of 8-W average power,,,,context,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0129,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,input_laser_power,20,mW,20,mW,2,input power of the laser ... 20 mW,spiral structure,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0130,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,exposure_time,2.3,s,2.3,s,2,total exposure time ... 2.3 s,spiral structure,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0131,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,structure_diameter,6.0,µm,6.0,µm,2,diameter ... 6.0 µm,spiral structure,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0132,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,axial_pitch,10.3,µm,10.3,µm,2,axial pitch ... 10.3 µm,spiral structure,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0133,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,line_width,~1.3,µm,~1.3,µm,2,width of the spiral wire was nearly 1.3 µm,spiral structure,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0134,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,minimum_average_power,20,mW,20,mW,2,minimum average power needed ... 20 mW,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0135,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,minimum_exposure_time,8,ms,8,ms,2,with an exposure time of 8 ms,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0136,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,minimum_exposure,18,J µm−2,18,J µm−2,2,minimum exposure is estimated to be 18 J/µm²,,,,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,Estimated focal-point exposure as reported.
AUD20260828-0137,zotero_S7XPYQQM,S7XPYQQM,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,absorption_coefficient_relative,0.04,%,0.04,%,2,absorption coefficient ... was 0.04% of that for the single-photon process,,,,claim_only,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0138,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,sigma_2pa,357,GM,357,GM,4,Table 1: 4c ... σ2PA = 357 GM,compound 4c,800,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
AUD20260828-0139,zotero_LVN4MHDD,LVN4MHDD,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,sigma_2pa,377,GM,377,GM,4,Table 1: 5c ... σ2PA = 377 GM,compound 5c,800,Table 1,numeric,text_exact,high_manual_visual_qc,accepted,local_only/visual_audit_not_published,local_only/source_json_not_published,
