source_id,doi,title,year,journal,source_type,topic_scope,evidence_record_count,evidence_location,evidence_use_summary,metadata_status,status,zotero_keys,candidate_anchor_count,audited_evidence_count,zotero_parse_status,doi_merge_relation
ZOT0026,10.1364/AO.54.007020,"Study of the two-photon excitation of photoinitiator in various solvents, and the two-photon polymerization process",,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,GAG9RQRT,15,0,parsed,new_doi
ZOT0027,10.1021/la803803m,Three-dimensional biodegradable structures fabricated by two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,H86SV53N,4,12,parsed,new_doi
ZOT0028,10.1016/j.addma.2023.103741,Copper complex-based photoinitiator for high resolution two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,HN8QFB4C,0,0,not_started,new_doi
ZOT0029,10.1002/adma.202211702,Quantum dots facilitate 3D two-photon laser lithography,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,HQ8Q76PZ,0,0,parsed,new_doi
ZOT0030,,Evidence guided mechanism aware workflow for two photon photoinitiator discovery,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,IMCYIYET,16,0,parsed,no_doi_new_source
ZOT0031,10.1016/j.dyepig.2016.06.023,One/two-photon cationic polymerization in visible and near infrared ranges using two-branched sulfonium salts as efficient photoacid generators,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,IMP7ZNX3,0,0,not_started,new_doi
ZOT0032,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,INAWB8HL,20,16,parsed,new_doi
ZOT0033,10.1016/j.apsusc.2007.08.011,Functional polymers by two-photon 3D lithography,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,IYEGSI2X,6,5,parsed,new_doi
ZOT0034,10.3390/polym15010071,Benzylidene cyclopentanone derivative photoinitiator for two-photon photopolymerization-photochemistry and 3D structures fabrication for x-ray application,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,KGTMFSEV,0,0,not_started,new_doi
ZOT0035,10.1007/s00339-007-4367-0,Two-photon absorption spectrum of the photoinitiator Lucirin TPO-L,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,KGWA2AJ6,8,0,parsed,new_doi
ZOT0036,10.1109/ICOP56156.2022.9911711,The influence of photoinitiator concentration on the two-photon polymerization threshold of pentaerythritol triacrylate (PETIA) monomer,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,LF43QEJD,12,11,parsed,new_doi
ZOT0037,10.1016/j.eurpolymj.2021.110505,A highly biocompatible bio-ink for 3D hydrogel scaffolds fabrication in the presence of living cells by two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,LGVQA3RI,11,0,parsed,new_doi
ZOT0038,10.3390/polym13193385,A hydrophobic derivative of ciprofloxacin as a new photoinitiator of two-photon polymerization: Synthesis and usage for the formation of biocompatible polylactide-based 3D scaffolds,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,LM7XGVES,0,0,not_started,new_doi
ZOT0039,10.2494/photopolymer.32.257,Conjugated ketocarbazoles as efficient photoinitiators: From facile synthesis to efficient two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,LVN4MHDD,21,13,parsed,new_doi
ZOT0040,10.1039/c4tb00414k,A water soluble initiator prepared through host-guest chemical interaction for microfabrication of 3D hydrogels via two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,MRPWJ2UY,0,0,not_started,new_doi
ZOT0041,10.1063/1.2917810,Two-photon induced fabrication of gold microstructures in polystyrene sulfonate thin films using a ruthenium(II) dye as photoinitiator,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,MVY2JWKZ,11,0,parsed,new_doi
ZOT0042,10.1016/j.jphotochem.2009.02.007,A water-soluble two-photon photopolymerization initiation system: Methylated-β-cyclodextrin complex of xanthene dye/aryliodonium salt,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,MZLGYQTP,14,11,parsed,new_doi
ZOT0043,10.1039/c5ra11350d,One/two-photon-sensitive photoacid generators based on benzene oligomer-containing D-π-A-type aryl dialkylsulfonium salts,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,PHYWVHQT,0,0,not_started,new_doi
ZOT0044,10.1016/j.polymer.2017.04.039,Localized polymerization using single photon photoinitiators in two photon process for fabricating subwavelength structures,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,QH8XLKS5,20,0,parsed,new_doi
ZOT0045,10.1039/c0jm04025h,Novel photoinitiator with a radical quenching moiety for confining radical diffusion in two-photon induced photopolymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,QTRYUBAG,0,0,not_started,new_doi
ZOT0046,10.1364/OE.6.000064,Two-photon holography in 3-D photopolymer host-guest matrix,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,RK5TXPZ5,8,12,parsed,new_doi
ZOT0047,,Mechanism aware discovery of radical two photon photoinitiators from accessible chemical space,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,RU8URT2Z,16,0,parsed,no_doi_new_source
ZOT0048,10.1016/j.eurpolymj.2012.09.012,Influence of UV irradiation and two photon processing on the cinnamate monomers polymerization and formation of hybrid composites with nanosized ZnO,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,RXLQF5PE,7,0,parsed,new_doi
ZOT0049,10.1021/acsapm.5c01802,High- and low-fluorescent photoinitiators for multiphoton lithography,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,RYHTRLJR,0,0,not_started,new_doi
ZOT0050,10.1021/acsami.8b15011,Cucurbit[7]uril-Carbazole two-photon photoinitiators for the fabrication of biocompatible three-dimensional hydrogel scaffolds by laser direct writing in aqueous solutions,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,RZAZ6SD2,14,0,parsed,new_doi
ZOT0051,10.1364/OL.22.000132,Three-dimensional microfabrication with two-photon-absorbed photopolymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,S7XPYQQM,5,16,parsed,new_doi
ZOT0052,,New free radical and cationic photoinitiators for two-photon 3D printing,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,SKGHKY8Q,0,0,not_started,no_doi_new_source
ZOT0053,10.1039/c4py00424h,π-Conjugated sulfonium-based photoacid generators: An integrated molecular approach for efficient one and two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,T6JEH49G,0,0,not_started,new_doi
ZOT0054,10.1080/15685551.2015.1092008,Synthesis of new photoactive urethane carbohydrates and their behavior in UV or femtosecond laser-induced two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,TN4FRK7S,6,0,parsed,new_doi
ZOT0055,10.1002/adfm.200400212,Acrylate-based photopolymer for two-photon microfabrication and photonic applications,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,TSTS6L69,2,7,parsed,new_doi
ZOT0056,10.1016/j.snb.2019.127345,Light-driven micron-scale 3D hydrogel actuator produced by two-photon polymerization microfabrication,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,TXIFG7RW,11,0,parsed,new_doi
ZOT0057,10.1364/oe.461969,Model for polymerization and self-deactivation in two-photon nanolithography,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,U269VFMA,0,0,not_started,new_doi
ZOT0058,10.1002/pola.29254,Conjugated carbazole-based schiff bases as photoinitiators: From facile synthesis to efficient two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,UVDJM6RV,0,0,not_started,new_doi
ZOT0059,10.1007/s00340-022-07888-7,Two-photon absorption cross-section investigation of visible-light photoinitiators under Q-switched Nd:YAG nanosecond pulse laser at 1064 nm,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,V2ASFJK9,0,0,not_started,new_doi
ZOT0060,10.1039/d2tc00331g,Geometry-driven mass transport dynamics within permeable 3D-microstructures fabricated via two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,V8BAREKK,22,0,parsed,new_doi
ZOT0061,10.1016/j.jphotochem.2010.07.016,Two-photon polymerization of a diacrylate using fluorene photoinitiators-sensitizers,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,W34GJWXV,0,0,not_started,new_doi
ZOT0062,10.1016/j.eurpolymj.2019.109295,Microfabrication of 3D-hydrogels via two-photon polymerization of poly(2-ethyl-2-oxazoline) diacrylates,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,WD4L7CWE,20,0,parsed,new_doi
ZOT0063,10.1002/cjoc.70529,Alkyl/cycloketonic modulations in photoinitiator molecular engineering for efficient multiphoton polymerization†,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,WDS2AJMV,0,0,not_started,new_doi
ZOT0064,10.1088/1758-5082/3/2/025003,Fabrication of 2D protein microstructures and 3D polymer-protein hybrid microstructures by two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,X4RTKEJL,16,0,parsed,new_doi
ZOT0065,10.18063/ijb.752,Synthesis of biocompatible BSA-GMA and two-photon polymerization of 3D hydrogels with free radical type I photoinitiator,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,X93SDATL,0,0,not_started,new_doi
ZOT0066,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,XAY2YYCX,23,0,parsed,new_doi
ZOT0067,10.1016/j.eurpolymj.2025.114046,"Novel indane-1,3-dione derivatives as photoinitiators for one- and two-photon photopolymerization",,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,Y9LBCT6W,0,0,not_started,new_doi
ZOT0068,,Application of riboflavin as water-soluble photoinitiator for fabrication of tissue engineering scaffolds via two-photon polymerization,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,metadata_only,traceable_source,ZAHVQZYL,0,0,not_started,no_doi_new_source
ZOT0069,10.1002/adom.202200474,Photoinitiator-free two-photon polymerization of biocompatible materials for 3D micro/nanofabrication,,,zotero_literature,two-photon;photoinitiator;polymerization,,zotero_public_merge_v3_20260828,Zotero-derived source metadata and page-level field evidence; claim limits preserved.,parsed_fulltext,traceable_source,ZI5SFNAQ,20,0,parsed,new_doi
